RUN	scala.simulations.Browser.GetDataSimulation	getdatasimulation	1686174179378	 	3.3.1
USER	Get Data Scenario	1	START	1686174181292	1686174181292
USER	Get Data Scenario	2	START	1686174181292	1686174181292
USER	Get Data Scenario	4	START	1686174181321	1686174181321
USER	Get Data Scenario	3	START	1686174181321	1686174181321
USER	Get Data Scenario	6	START	1686174181332	1686174181332
USER	Get Data Scenario	5	START	1686174181332	1686174181332
USER	Get Data Scenario	8	START	1686174181347	1686174181347
USER	Get Data Scenario	7	START	1686174181347	1686174181347
USER	Get Data Scenario	9	START	1686174181351	1686174181351
USER	Get Data Scenario	10	START	1686174181351	1686174181351
USER	Get Data Scenario	12	START	1686174181363	1686174181363
USER	Get Data Scenario	11	START	1686174181363	1686174181363
USER	Get Data Scenario	14	START	1686174181378	1686174181378
USER	Get Data Scenario	15	START	1686174181382	1686174181382
USER	Get Data Scenario	16	START	1686174181382	1686174181382
USER	Get Data Scenario	13	START	1686174181380	1686174181380
USER	Get Data Scenario	17	START	1686174181394	1686174181394
USER	Get Data Scenario	18	START	1686174181394	1686174181394
USER	Get Data Scenario	19	START	1686174181409	1686174181409
USER	Get Data Scenario	20	START	1686174181409	1686174181409
USER	Get Data Scenario	21	START	1686174181411	1686174181411
USER	Get Data Scenario	22	START	1686174181411	1686174181411
USER	Get Data Scenario	23	START	1686174181425	1686174181425
USER	Get Data Scenario	24	START	1686174181425	1686174181425
USER	Get Data Scenario	26	START	1686174181440	1686174181440
USER	Get Data Scenario	25	START	1686174181440	1686174181440
USER	Get Data Scenario	27	START	1686174181440	1686174181440
USER	Get Data Scenario	28	START	1686174181441	1686174181441
USER	Get Data Scenario	30	START	1686174181455	1686174181455
USER	Get Data Scenario	29	START	1686174181455	1686174181455
USER	Get Data Scenario	32	START	1686174181471	1686174181471
USER	Get Data Scenario	31	START	1686174181471	1686174181471
USER	Get Data Scenario	33	START	1686174181471	1686174181471
USER	Get Data Scenario	34	START	1686174181471	1686174181471
USER	Get Data Scenario	36	START	1686174181486	1686174181486
USER	Get Data Scenario	35	START	1686174181486	1686174181486
USER	Get Data Scenario	38	START	1686174181491	1686174181491
USER	Get Data Scenario	37	START	1686174181491	1686174181491
USER	Get Data Scenario	39	START	1686174181516	1686174181516
USER	Get Data Scenario	41	START	1686174181516	1686174181516
USER	Get Data Scenario	40	START	1686174181516	1686174181516
USER	Get Data Scenario	42	START	1686174181517	1686174181517
USER	Get Data Scenario	44	START	1686174181521	1686174181521
USER	Get Data Scenario	43	START	1686174181521	1686174181521
USER	Get Data Scenario	45	START	1686174181531	1686174181531
USER	Get Data Scenario	46	START	1686174181531	1686174181531
USER	Get Data Scenario	47	START	1686174181546	1686174181546
USER	Get Data Scenario	48	START	1686174181546	1686174181546
USER	Get Data Scenario	50	START	1686174181551	1686174181551
USER	Get Data Scenario	49	START	1686174181551	1686174181551
USER	Get Data Scenario	52	START	1686174181561	1686174181561
USER	Get Data Scenario	51	START	1686174181561	1686174181561
USER	Get Data Scenario	54	START	1686174181577	1686174181577
