RUN	scala.simulations.Browser.GetDataSimulation	getdatasimulation	1686260362932	 	3.3.1
USER	Get Data Scenario	1	START	1686260364477	1686260364477
USER	Get Data Scenario	2	START	1686260364685	1686260364685
REQUEST	1		Get Data	1686260364513	1686260364814	OK	 
USER	Get Data Scenario	3	START	1686260364887	1686260364887
REQUEST	2		Get Data	1686260364686	1686260364968	OK	 
USER	Get Data Scenario	4	START	1686260365087	1686260365087
REQUEST	3		Get Data	1686260364890	1686260365159	OK	 
USER	Get Data Scenario	5	START	1686260365288	1686260365288
REQUEST	4		Get Data	1686260365089	1686260365323	OK	 
REQUEST	5		Get Data	1686260365289	1686260365555	OK	 
REQUEST	1		Get Data	1686260365850	1686260365979	OK	 
REQUEST	2		Get Data	1686260365990	1686260366113	OK	 
REQUEST	3		Get Data	1686260366175	1686260366333	OK	 
REQUEST	4		Get Data	1686260366346	1686260366458	OK	 
REQUEST	1		Get Data	1686260366970	1686260367126	OK	 
REQUEST	3		Get Data	1686260367345	1686260367453	OK	 
REQUEST	5		Get Data	1686260366580	1686260367525	OK	 
REQUEST	2		Get Data	1686260367110	1686260367528	OK	 
REQUEST	4		Get Data	1686260367441	1686260367544	OK	 
REQUEST	1		Get Data	1686260368137	1686260368251	OK	 
REQUEST	3		Get Data	1686260368451	1686260368553	OK	 
REQUEST	5		Get Data	1686260368512	1686260368625	OK	 
REQUEST	2		Get Data	1686260368528	1686260368633	OK	 
REQUEST	4		Get Data	1686260368574	1686260368687	OK	 
REQUEST	1		Get Data	1686260369246	1686260369410	OK	 
REQUEST	3		Get Data	1686260369541	1686260369666	OK	 
REQUEST	5		Get Data	1686260369634	1686260369748	OK	 
REQUEST	2		Get Data	1686260369633	1686260369787	OK	 
REQUEST	4		Get Data	1686260369681	1686260369787	OK	 
REQUEST	1		Get Data	1686260370400	1686260370550	OK	 
REQUEST	4		Get Data	1686260370770	1686260370871	OK	 
REQUEST	3		Get Data	1686260370691	1686260370890	OK	 
REQUEST	2		Get Data	1686260370782	1686260370912	OK	 
REQUEST	5		Get Data	1686260370752	1686260370912	OK	 
REQUEST	1		Get Data	1686260371561	1686260371728	OK	 
REQUEST	3		Get Data	1686260371883	1686260372000	OK	 
REQUEST	4		Get Data	1686260371884	1686260372002	OK	 
REQUEST	5		Get Data	1686260371913	1686260372023	OK	 
REQUEST	2		Get Data	1686260371929	1686260372029	OK	 
REQUEST	1		Get Data	1686260372710	1686260372813	OK	 
REQUEST	3		Get Data	1686260372990	1686260373104	OK	 
REQUEST	4		Get Data	1686260372991	1686260373108	OK	 
REQUEST	2		Get Data	1686260373021	1686260373146	OK	 
REQUEST	5		Get Data	1686260373020	1686260373166	OK	 
REQUEST	1		Get Data	1686260373823	1686260373943	OK	 
REQUEST	4		Get Data	1686260374121	1686260374229	OK	 
REQUEST	2		Get Data	1686260374152	1686260374263	OK	 
REQUEST	5		Get Data	1686260374170	1686260374270	OK	 
REQUEST	3		Get Data	1686260374120	1686260374293	OK	 
REQUEST	1		Get Data	1686260374945	1686260375049	OK	 
