RUN	scala.simulations.Browser.GetDataSimulation	getdatasimulation	1686839597270	 	3.3.1
USER	Get Data Scenario	1	START	1686839599263	1686839599263
USER	Get Data Scenario	2	START	1686839599402	1686839599402
USER	Get Data Scenario	3	START	1686839599555	1686839599555
USER	Get Data Scenario	4	START	1686839599694	1686839599694
USER	Get Data Scenario	5	START	1686839599834	1686839599834
REQUEST	1		Get Data	1686839599312	1686839599831	OK	 
REQUEST	4		Get Data	1686839599696	1686839599912	OK	 
REQUEST	2		Get Data	1686839599404	1686839599832	OK	 
REQUEST	3		Get Data	1686839599557	1686839599843	OK	 
USER	Get Data Scenario	6	START	1686839600004	1686839600004
REQUEST	5		Get Data	1686839599836	1686839600111	OK	 
USER	Get Data Scenario	7	START	1686839600144	1686839600144
REQUEST	6		Get Data	1686839600005	1686839600280	OK	 
USER	Get Data Scenario	8	START	1686839600283	1686839600283
USER	Get Data Scenario	9	START	1686839600452	1686839600452
REQUEST	7		Get Data	1686839600145	1686839600462	OK	 
REQUEST	8		Get Data	1686839600284	1686839600538	OK	 
USER	Get Data Scenario	10	START	1686839600622	1686839600622
USER	Get Data Scenario	11	START	1686839600778	1686839600778
REQUEST	10		Get Data	1686839600624	1686839600820	OK	 
REQUEST	9		Get Data	1686839600454	1686839600874	OK	 
USER	Get Data Scenario	12	START	1686839600947	1686839600947
REQUEST	2		Get Data	1686839600857	1686839600966	OK	 
REQUEST	1		Get Data	1686839600858	1686839600979	OK	 
REQUEST	3		Get Data	1686839600871	1686839601025	OK	 
REQUEST	11		Get Data	1686839600779	1686839601025	OK	 
REQUEST	4		Get Data	1686839600937	1686839601076	OK	 
USER	Get Data Scenario	13	START	1686839601118	1686839601118
REQUEST	12		Get Data	1686839600949	1686839601182	OK	 
REQUEST	5		Get Data	1686839601119	1686839601261	OK	 
USER	Get Data Scenario	14	START	1686839601276	1686839601276
REQUEST	13		Get Data	1686839601119	1686839601331	OK	 
USER	Get Data Scenario	15	START	1686839601442	1686839601442
REQUEST	6		Get Data	1686839601290	1686839601519	OK	 
REQUEST	14		Get Data	1686839601278	1686839601526	OK	 
USER	Get Data Scenario	16	START	1686839601612	1686839601612
REQUEST	15		Get Data	1686839601443	1686839601663	OK	 
REQUEST	8		Get Data	1686839601552	1686839601748	OK	 
USER	Get Data Scenario	17	START	1686839601783	1686839601783
REQUEST	16		Get Data	1686839601614	1686839601846	OK	 
USER	Get Data Scenario	18	START	1686839601939	1686839601939
REQUEST	10		Get Data	1686839601831	1686839601988	OK	 
REQUEST	9		Get Data	1686839601893	1686839602026	OK	 
