RUN	scala.simulations.Browser.GetDataSimulation	getdatasimulation	1686173893184	 	3.3.1
USER	Get Data Scenario	3	START	1686173895226	1686173895226
USER	Get Data Scenario	4	START	1686173895226	1686173895226
USER	Get Data Scenario	1	START	1686173895225	1686173895225
USER	Get Data Scenario	2	START	1686173895225	1686173895225
USER	Get Data Scenario	5	START	1686173895226	1686173895226
USER	Get Data Scenario	7	START	1686173895267	1686173895267
USER	Get Data Scenario	13	START	1686173895268	1686173895268
USER	Get Data Scenario	14	START	1686173895268	1686173895268
USER	Get Data Scenario	10	START	1686173895267	1686173895267
USER	Get Data Scenario	12	START	1686173895267	1686173895267
USER	Get Data Scenario	8	START	1686173895267	1686173895267
USER	Get Data Scenario	15	START	1686173895268	1686173895268
USER	Get Data Scenario	11	START	1686173895267	1686173895267
USER	Get Data Scenario	9	START	1686173895267	1686173895267
USER	Get Data Scenario	6	START	1686173895267	1686173895267
USER	Get Data Scenario	19	START	1686173895283	1686173895283
USER	Get Data Scenario	17	START	1686173895283	1686173895283
USER	Get Data Scenario	23	START	1686173895283	1686173895283
USER	Get Data Scenario	20	START	1686173895283	1686173895283
USER	Get Data Scenario	18	START	1686173895283	1686173895283
USER	Get Data Scenario	24	START	1686173895283	1686173895283
USER	Get Data Scenario	22	START	1686173895283	1686173895283
USER	Get Data Scenario	16	START	1686173895283	1686173895283
USER	Get Data Scenario	25	START	1686173895283	1686173895283
USER	Get Data Scenario	21	START	1686173895283	1686173895283
USER	Get Data Scenario	29	START	1686173895299	1686173895299
USER	Get Data Scenario	30	START	1686173895299	1686173895299
USER	Get Data Scenario	28	START	1686173895299	1686173895299
USER	Get Data Scenario	26	START	1686173895299	1686173895299
USER	Get Data Scenario	27	START	1686173895299	1686173895299
USER	Get Data Scenario	32	START	1686173895305	1686173895305
USER	Get Data Scenario	33	START	1686173895308	1686173895308
USER	Get Data Scenario	31	START	1686173895305	1686173895305
USER	Get Data Scenario	34	START	1686173895308	1686173895308
USER	Get Data Scenario	35	START	1686173895308	1686173895308
USER	Get Data Scenario	37	START	1686173895314	1686173895314
USER	Get Data Scenario	36	START	1686173895314	1686173895314
USER	Get Data Scenario	38	START	1686173895314	1686173895314
USER	Get Data Scenario	40	START	1686173895315	1686173895315
USER	Get Data Scenario	39	START	1686173895315	1686173895315
USER	Get Data Scenario	45	START	1686173895330	1686173895330
USER	Get Data Scenario	43	START	1686173895330	1686173895330
USER	Get Data Scenario	41	START	1686173895330	1686173895330
USER	Get Data Scenario	42	START	1686173895330	1686173895330
USER	Get Data Scenario	44	START	1686173895330	1686173895330
USER	Get Data Scenario	47	START	1686173895333	1686173895333
USER	Get Data Scenario	46	START	1686173895333	1686173895333
USER	Get Data Scenario	48	START	1686173895333	1686173895333
USER	Get Data Scenario	50	START	1686173895333	1686173895333
USER	Get Data Scenario	49	START	1686173895334	1686173895334
USER	Get Data Scenario	51	START	1686173895381	1686173895381
USER	Get Data Scenario	52	START	1686173895381	1686173895381
USER	Get Data Scenario	53	START	1686173895382	1686173895382
USER	Get Data Scenario	54	START	1686173895382	1686173895382
USER	Get Data Scenario	56	START	1686173895382	1686173895382
USER	Get Data Scenario	57	START	1686173895382	1686173895382
USER	Get Data Scenario	58	START	1686173895382	1686173895382
USER	Get Data Scenario	59	START	1686173895383	1686173895383
