RUN	scala.simulations.Browser.GetDataSimulation	getdatasimulation	1690993216730	 	3.3.1
USER	Get Data Scenario	1	START	1690993218424	1690993218424
USER	Get Data Scenario	2	START	1690993218675	1690993218675
REQUEST	1		Get Data	1690993218477	1690993218815	OK	 
REQUEST	2		Get Data	1690993218676	1690993218902	OK	 
USER	Get Data Scenario	3	START	1690993218923	1690993218923
REQUEST	3		Get Data	1690993218925	1690993219163	OK	 
USER	Get Data Scenario	4	START	1690993219183	1690993219183
REQUEST	4		Get Data	1690993219185	1690993219426	OK	 
USER	Get Data Scenario	5	START	1690993219430	1690993219430
REQUEST	5		Get Data	1690993219431	1690993219656	OK	 
USER	Get Data Scenario	6	START	1690993219769	1690993219769
REQUEST	1		Get Data	1690993219834	1690993219945	OK	 
REQUEST	6		Get Data	1690993219772	1690993220015	OK	 
REQUEST	2		Get Data	1690993219925	1690993220041	OK	 
USER	Get Data Scenario	7	START	1690993220095	1690993220095
REQUEST	3		Get Data	1690993220174	1690993220299	OK	 
REQUEST	7		Get Data	1690993220097	1690993220322	OK	 
USER	Get Data Scenario	8	START	1690993220425	1690993220425
REQUEST	4		Get Data	1690993220437	1690993220570	OK	 
REQUEST	8		Get Data	1690993220427	1690993220692	OK	 
USER	Get Data Scenario	9	START	1690993220781	1690993220781
REQUEST	5		Get Data	1690993220670	1690993220786	OK	 
REQUEST	9		Get Data	1690993220783	1690993221053	OK	 
REQUEST	1		Get Data	1690993220960	1690993221081	OK	 
USER	Get Data Scenario	10	START	1690993221105	1690993221105
REQUEST	6		Get Data	1690993221082	1690993221196	OK	 
REQUEST	2		Get Data	1690993221083	1690993221200	OK	 
REQUEST	10		Get Data	1690993221107	1690993221352	OK	 
USER	Get Data Scenario	11	START	1690993221439	1690993221439
REQUEST	3		Get Data	1690993221305	1690993221440	OK	 
REQUEST	7		Get Data	1690993221334	1690993221464	OK	 
USER	Get Data Scenario	12	START	1690993221672	1690993221672
REQUEST	11		Get Data	1690993221440	1690993221681	OK	 
REQUEST	4		Get Data	1690993221580	1690993221716	OK	 
REQUEST	8		Get Data	1690993221704	1690993221827	OK	 
REQUEST	12		Get Data	1690993221673	1690993221900	OK	 
USER	Get Data Scenario	13	START	1690993221920	1690993221920
REQUEST	5		Get Data	1690993221813	1690993221926	OK	 
USER	Get Data Scenario	14	START	1690993222167	1690993222167
REQUEST	13		Get Data	1690993221922	1690993222186	OK	 
REQUEST	9		Get Data	1690993222092	1690993222215	OK	 
REQUEST	1		Get Data	1690993222094	1690993222215	OK	 
REQUEST	2		Get Data	1690993222154	1690993222261	OK	 
REQUEST	6		Get Data	1690993222153	1690993222269	OK	 
USER	Get Data Scenario	15	START	1690993222417	1690993222417
REQUEST	14		Get Data	1690993222169	1690993222418	OK	 
REQUEST	10		Get Data	1690993222372	1690993222498	OK	 
REQUEST	3		Get Data	1690993222449	1690993222565	OK	 
REQUEST	7		Get Data	1690993222464	1690993222583	OK	 
REQUEST	15		Get Data	1690993222418	1690993222654	OK	 
USER	Get Data Scenario	16	START	1690993222756	1690993222756
REQUEST	11		Get Data	1690993222695	1690993222809	OK	 
REQUEST	4		Get Data	1690993222714	1690993222826	OK	 
REQUEST	8		Get Data	1690993222850	1690993222967	OK	 
REQUEST	16		Get Data	1690993222758	1690993222997	OK	 
REQUEST	5		Get Data	1690993222914	1690993223022	OK	 
REQUEST	12		Get Data	1690993222914	1690993223028	OK	 
USER	Get Data Scenario	17	START	1690993223083	1690993223083
REQUEST	13		Get Data	1690993223215	1690993223351	OK	 
REQUEST	17		Get Data	1690993223084	1690993223351	OK	 
REQUEST	1		Get Data	1690993223216	1690993223353	OK	 
REQUEST	9		Get Data	1690993223217	1690993223373	OK	 
REQUEST	2		Get Data	1690993223259	1690993223373	OK	 
REQUEST	6		Get Data	1690993223269	1690993223384	OK	 
USER	Get Data Scenario	18	START	1690993223423	1690993223423
REQUEST	14		Get Data	1690993223424	1690993223541	OK	 
REQUEST	10		Get Data	1690993223515	1690993223631	OK	 
REQUEST	18		Get Data	1690993223425	1690993223658	OK	 
REQUEST	3		Get Data	1690993223560	1690993223686	OK	 
REQUEST	7		Get Data	1690993223591	1690993223709	OK	 
USER	Get Data Scenario	19	START	1690993223756	1690993223756
REQUEST	15		Get Data	1690993223666	1690993223782	OK	 
REQUEST	11		Get Data	1690993223819	1690993223938	OK	 
REQUEST	4		Get Data	1690993223834	1690993223954	OK	 
REQUEST	19		Get Data	1690993223758	1690993223996	OK	 
