RUN	scala.simulations.Browser.GetDataSimulation	getdatasimulation	1690993924634	 	3.3.1
USER	Get Data Scenario	1	START	1690993925921	1690993925921
USER	Get Data Scenario	2	START	1690993926075	1690993926075
USER	Get Data Scenario	3	START	1690993926215	1690993926215
REQUEST	1		Get Data	1690993925960	1690993926292	OK	 
USER	Get Data Scenario	4	START	1690993926356	1690993926356
REQUEST	3		Get Data	1690993926216	1690993926439	OK	 
REQUEST	2		Get Data	1690993926076	1690993926442	OK	 
USER	Get Data Scenario	5	START	1690993926498	1690993926498
REQUEST	4		Get Data	1690993926357	1690993926608	OK	 
USER	Get Data Scenario	6	START	1690993926638	1690993926638
REQUEST	5		Get Data	1690993926499	1690993926722	OK	 
USER	Get Data Scenario	7	START	1690993926789	1690993926789
REQUEST	6		Get Data	1690993926639	1690993926863	OK	 
USER	Get Data Scenario	8	START	1690993926930	1690993926930
REQUEST	7		Get Data	1690993926790	1690993927063	OK	 
USER	Get Data Scenario	9	START	1690993927068	1690993927068
REQUEST	8		Get Data	1690993926931	1690993927182	OK	 
USER	Get Data Scenario	10	START	1690993927210	1690993927210
REQUEST	9		Get Data	1690993927070	1690993927305	OK	 
USER	Get Data Scenario	11	START	1690993927350	1690993927350
REQUEST	1		Get Data	1690993927320	1690993927431	OK	 
REQUEST	10		Get Data	1690993927212	1690993927464	OK	 
USER	Get Data Scenario	12	START	1690993927502	1690993927502
REQUEST	2		Get Data	1690993927459	1690993927575	OK	 
REQUEST	3		Get Data	1690993927459	1690993927578	OK	 
REQUEST	11		Get Data	1690993927352	1690993927608	OK	 
USER	Get Data Scenario	13	START	1690993927640	1690993927640
REQUEST	12		Get Data	1690993927503	1690993927734	OK	 
REQUEST	4		Get Data	1690993927629	1690993927742	OK	 
USER	Get Data Scenario	14	START	1690993927779	1690993927779
REQUEST	5		Get Data	1690993927749	1690993927857	OK	 
REQUEST	13		Get Data	1690993927642	1690993927889	OK	 
USER	Get Data Scenario	15	START	1690993927935	1690993927935
REQUEST	14		Get Data	1690993927781	1690993928003	OK	 
REQUEST	6		Get Data	1690993927888	1690993928013	OK	 
USER	Get Data Scenario	16	START	1690993928078	1690993928078
REQUEST	15		Get Data	1690993927937	1690993928168	OK	 
REQUEST	7		Get Data	1690993928078	1690993928214	OK	 
USER	Get Data Scenario	17	START	1690993928248	1690993928248
REQUEST	16		Get Data	1690993928079	1690993928294	OK	 
REQUEST	8		Get Data	1690993928199	1690993928310	OK	 
USER	Get Data Scenario	18	START	1690993928428	1690993928428
REQUEST	9		Get Data	1690993928337	1690993928457	OK	 
REQUEST	17		Get Data	1690993928249	1690993928477	OK	 
REQUEST	1		Get Data	1690993928429	1690993928543	OK	 
USER	Get Data Scenario	19	START	1690993928584	1690993928584
REQUEST	10		Get Data	1690993928478	1690993928594	OK	 
REQUEST	18		Get Data	1690993928430	1690993928671	OK	 
REQUEST	2		Get Data	1690993928585	1690993928710	OK	 
REQUEST	3		Get Data	1690993928585	1690993928710	OK	 
REQUEST	11		Get Data	1690993928618	1690993928739	OK	 
USER	Get Data Scenario	20	START	1690993928753	1690993928753
REQUEST	19		Get Data	1690993928586	1690993928829	OK	 
REQUEST	4		Get Data	1690993928739	1690993928850	OK	 
REQUEST	12		Get Data	1690993928759	1690993928871	OK	 
