RUN	scala.simulations.Browser.GetDataSimulation	getdatasimulation	1686233072189	 	3.3.1
USER	Get Data Scenario	1	START	1686233074421	1686233074421
USER	Get Data Scenario	2	START	1686233074421	1686233074421
USER	Get Data Scenario	3	START	1686233074437	1686233074437
USER	Get Data Scenario	4	START	1686233074453	1686233074453
USER	Get Data Scenario	5	START	1686233074456	1686233074456
USER	Get Data Scenario	6	START	1686233074468	1686233074468
USER	Get Data Scenario	7	START	1686233074483	1686233074483
USER	Get Data Scenario	8	START	1686233074486	1686233074486
USER	Get Data Scenario	9	START	1686233074499	1686233074499
USER	Get Data Scenario	10	START	1686233074514	1686233074514
USER	Get Data Scenario	11	START	1686233074516	1686233074516
USER	Get Data Scenario	12	START	1686233074530	1686233074530
USER	Get Data Scenario	13	START	1686233074545	1686233074545
USER	Get Data Scenario	14	START	1686233074546	1686233074546
USER	Get Data Scenario	15	START	1686233074561	1686233074561
USER	Get Data Scenario	17	START	1686233074576	1686233074576
USER	Get Data Scenario	16	START	1686233074576	1686233074576
USER	Get Data Scenario	18	START	1686233074594	1686233074594
USER	Get Data Scenario	19	START	1686233074597	1686233074597
USER	Get Data Scenario	20	START	1686233074623	1686233074623
USER	Get Data Scenario	21	START	1686233074623	1686233074623
USER	Get Data Scenario	22	START	1686233074626	1686233074626
USER	Get Data Scenario	23	START	1686233074638	1686233074638
USER	Get Data Scenario	24	START	1686233074653	1686233074653
USER	Get Data Scenario	25	START	1686233074656	1686233074656
USER	Get Data Scenario	26	START	1686233074669	1686233074669
USER	Get Data Scenario	27	START	1686233074684	1686233074684
USER	Get Data Scenario	28	START	1686233074686	1686233074686
USER	Get Data Scenario	29	START	1686233074700	1686233074700
USER	Get Data Scenario	30	START	1686233074716	1686233074716
USER	Get Data Scenario	31	START	1686233074716	1686233074716
USER	Get Data Scenario	32	START	1686233074731	1686233074731
USER	Get Data Scenario	33	START	1686233074736	1686233074736
USER	Get Data Scenario	34	START	1686233074746	1686233074746
USER	Get Data Scenario	35	START	1686233074762	1686233074762
USER	Get Data Scenario	36	START	1686233074766	1686233074766
USER	Get Data Scenario	37	START	1686233074777	1686233074777
USER	Get Data Scenario	38	START	1686233074792	1686233074792
USER	Get Data Scenario	39	START	1686233074796	1686233074796
USER	Get Data Scenario	40	START	1686233074808	1686233074808
USER	Get Data Scenario	41	START	1686233074823	1686233074823
USER	Get Data Scenario	42	START	1686233074826	1686233074826
USER	Get Data Scenario	43	START	1686233074839	1686233074839
USER	Get Data Scenario	44	START	1686233074855	1686233074855
USER	Get Data Scenario	45	START	1686233074856	1686233074856
USER	Get Data Scenario	46	START	1686233074870	1686233074870
USER	Get Data Scenario	47	START	1686233074885	1686233074885
USER	Get Data Scenario	48	START	1686233074886	1686233074886
USER	Get Data Scenario	49	START	1686233074900	1686233074900
USER	Get Data Scenario	50	START	1686233074918	1686233074918
USER	Get Data Scenario	51	START	1686233074918	1686233074918
USER	Get Data Scenario	52	START	1686233074930	1686233074930
USER	Get Data Scenario	53	START	1686233074936	1686233074936
USER	Get Data Scenario	55	START	1686233074961	1686233074961
USER	Get Data Scenario	54	START	1686233074961	1686233074961
USER	Get Data Scenario	56	START	1686233074979	1686233074979
USER	Get Data Scenario	57	START	1686233074979	1686233074979
USER	Get Data Scenario	58	START	1686233074991	1686233074991
USER	Get Data Scenario	59	START	1686233074996	1686233074996
USER	Get Data Scenario	60	START	1686233075007	1686233075007
USER	Get Data Scenario	61	START	1686233075023	1686233075023
USER	Get Data Scenario	62	START	1686233075054	1686233075054
USER	Get Data Scenario	63	START	1686233075056	1686233075056
USER	Get Data Scenario	64	START	1686233075069	1686233075069
USER	Get Data Scenario	65	START	1686233075085	1686233075085
USER	Get Data Scenario	66	START	1686233075086	1686233075086
USER	Get Data Scenario	67	START	1686233075100	1686233075100
USER	Get Data Scenario	68	START	1686233075116	1686233075116
USER	Get Data Scenario	69	START	1686233075116	1686233075116
USER	Get Data Scenario	70	START	1686233075131	1686233075131
USER	Get Data Scenario	71	START	1686233075136	1686233075136
USER	Get Data Scenario	72	START	1686233075147	1686233075147
USER	Get Data Scenario	73	START	1686233075162	1686233075162
USER	Get Data Scenario	74	START	1686233075166	1686233075166
USER	Get Data Scenario	75	START	1686233075179	1686233075179
USER	Get Data Scenario	76	START	1686233075193	1686233075193
USER	Get Data Scenario	77	START	1686233075196	1686233075196
USER	Get Data Scenario	78	START	1686233075209	1686233075209
USER	Get Data Scenario	79	START	1686233075224	1686233075224
USER	Get Data Scenario	80	START	1686233075226	1686233075226
USER	Get Data Scenario	81	START	1686233075239	1686233075239
USER	Get Data Scenario	82	START	1686233075254	1686233075254
USER	Get Data Scenario	83	START	1686233075256	1686233075256
USER	Get Data Scenario	84	START	1686233075269	1686233075269
USER	Get Data Scenario	85	START	1686233075285	1686233075285
USER	Get Data Scenario	86	START	1686233075286	1686233075286
USER	Get Data Scenario	87	START	1686233075300	1686233075300
USER	Get Data Scenario	88	START	1686233075315	1686233075315
USER	Get Data Scenario	89	START	1686233075316	1686233075316
USER	Get Data Scenario	90	START	1686233075330	1686233075330
USER	Get Data Scenario	91	START	1686233075344	1686233075344
USER	Get Data Scenario	92	START	1686233075346	1686233075346
USER	Get Data Scenario	93	START	1686233075359	1686233075359
USER	Get Data Scenario	94	START	1686233075375	1686233075375
USER	Get Data Scenario	95	START	1686233075376	1686233075376
USER	Get Data Scenario	96	START	1686233075391	1686233075391
USER	Get Data Scenario	98	START	1686233075407	1686233075407
USER	Get Data Scenario	97	START	1686233075407	1686233075407
USER	Get Data Scenario	99	START	1686233075422	1686233075422
USER	Get Data Scenario	100	START	1686233075426	1686233075426
REQUEST	1		Get Data	1686233074459	1686233075701	OK	 
REQUEST	13		Get Data	1686233074547	1686233076110	OK	 
REQUEST	29		Get Data	1686233074701	1686233076116	OK	 
REQUEST	78		Get Data	1686233075210	1686233076187	OK	 
REQUEST	38		Get Data	1686233074794	1686233076288	OK	 
REQUEST	7		Get Data	1686233074484	1686233076289	OK	 
REQUEST	8		Get Data	1686233074487	1686233076304	OK	 
REQUEST	98		Get Data	1686233075408	1686233076309	OK	 
REQUEST	17		Get Data	1686233074578	1686233076386	OK	 
REQUEST	14		Get Data	1686233074548	1686233076400	OK	 
REQUEST	46		Get Data	1686233074871	1686233076495	OK	 
REQUEST	16		Get Data	1686233074579	1686233076497	OK	 
REQUEST	81		Get Data	1686233075240	1686233076503	OK	 
REQUEST	35		Get Data	1686233074763	1686233076603	OK	 
REQUEST	23		Get Data	1686233074639	1686233076649	OK	 
REQUEST	34		Get Data	1686233074747	1686233076687	OK	 
REQUEST	32		Get Data	1686233074734	1686233076890	OK	 
REQUEST	15		Get Data	1686233074562	1686233076912	OK	 
REQUEST	64		Get Data	1686233075071	1686233077030	OK	 
REQUEST	36		Get Data	1686233074767	1686233077097	OK	 
REQUEST	50		Get Data	1686233074919	1686233077099	OK	 
REQUEST	59		Get Data	1686233074997	1686233077110	OK	 
REQUEST	90		Get Data	1686233075331	1686233077298	OK	 
REQUEST	2		Get Data	1686233074457	1686233077388	OK	 
REQUEST	86		Get Data	1686233075287	1686233077391	OK	 
REQUEST	95		Get Data	1686233075377	1686233077393	OK	 
REQUEST	29		Get Data	1686233077133	1686233077393	OK	 
REQUEST	53		Get Data	1686233074937	1686233077424	OK	 
REQUEST	33		Get Data	1686233074737	1686233077496	OK	 
REQUEST	1		Get Data	1686233076717	1686233077496	OK	 
REQUEST	26		Get Data	1686233074670	1686233077497	OK	 
REQUEST	12		Get Data	1686233074531	1686233077500	OK	 
REQUEST	96		Get Data	1686233075392	1686233077501	OK	 
REQUEST	73		Get Data	1686233075165	1686233077501	OK	 
REQUEST	97		Get Data	1686233075407	1686233077507	OK	 
REQUEST	6		Get Data	1686233074469	1686233077507	OK	 
REQUEST	37		Get Data	1686233074778	1686233077507	OK	 
REQUEST	38		Get Data	1686233077308	1686233077588	OK	 
REQUEST	51		Get Data	1686233074920	1686233077607	OK	 
REQUEST	87		Get Data	1686233075301	1686233077607	OK	 
REQUEST	75		Get Data	1686233075180	1686233077608	OK	 
REQUEST	7		Get Data	1686233077307	1686233077647	OK	 
REQUEST	44		Get Data	1686233074856	1686233077658	OK	 
REQUEST	27		Get Data	1686233074685	1686233077706	OK	 
REQUEST	92		Get Data	1686233075347	1686233077791	OK	 
REQUEST	43		Get Data	1686233074840	1686233077792	OK	 
REQUEST	16		Get Data	1686233077507	1686233077798	OK	 
REQUEST	78		Get Data	1686233077197	1686233077891	OK	 
REQUEST	91		Get Data	1686233075346	1686233077894	OK	 
REQUEST	85		Get Data	1686233075286	1686233077895	OK	 
REQUEST	89		Get Data	1686233075317	1686233077944	KO	jsonPath($).find.exists preparation crashed: Jackson failed to parse into a valid AST: c.f.j.d.e.MismatchedInputException: No content to map due to end-of-input  at [Source: (io.gatling.commons.util.FastByteArrayInputStream); line: 1, column: 0]
REQUEST	94		Get Data	1686233075376	1686233077955	OK	 
REQUEST	28		Get Data	1686233074687	1686233077967	OK	 
REQUEST	5		Get Data	1686233074462	1686233077969	OK	 
REQUEST	13		Get Data	1686233077134	1686233078038	OK	 
REQUEST	34		Get Data	1686233077707	1686233078096	OK	 
REQUEST	9		Get Data	1686233074500	1686233078103	OK	 
REQUEST	23		Get Data	1686233077663	1686233078106	OK	 
REQUEST	40		Get Data	1686233074809	1686233078115	OK	 
REQUEST	61		Get Data	1686233075024	1686233078140	OK	 
REQUEST	72		Get Data	1686233075148	1686233078230	OK	 
REQUEST	65		Get Data	1686233075086	1686233078261	OK	 
REQUEST	32		Get Data	1686233077907	1686233078264	OK	 
REQUEST	36		Get Data	1686233078107	1686233078322	OK	 
REQUEST	59		Get Data	1686233078126	1686233078323	OK	 
REQUEST	3		Get Data	1686233074460	1686233078356	OK	 
REQUEST	54		Get Data	1686233074962	1686233078374	OK	 
REQUEST	21		Get Data	1686233074625	1686233078378	OK	 
REQUEST	15		Get Data	1686233077926	1686233078386	OK	 
REQUEST	41		Get Data	1686233074824	1686233078395	OK	 
REQUEST	39		Get Data	1686233074797	1686233078402	OK	 
REQUEST	100		Get Data	1686233075427	1686233078425	OK	 
REQUEST	30		Get Data	1686233074717	1686233078470	OK	 
REQUEST	57		Get Data	1686233074981	1686233078482	OK	 
REQUEST	66		Get Data	1686233075087	1686233078514	OK	 
REQUEST	67		Get Data	1686233075101	1686233078526	OK	 
REQUEST	90		Get Data	1686233078307	1686233078532	OK	 
REQUEST	56		Get Data	1686233074980	1686233078535	OK	 
REQUEST	95		Get Data	1686233078400	1686233078595	OK	 
REQUEST	11		Get Data	1686233074517	1686233078614	OK	 
REQUEST	2		Get Data	1686233078401	1686233078614	OK	 
REQUEST	86		Get Data	1686233078401	1686233078617	OK	 
REQUEST	4		Get Data	1686233074462	1686233078619	OK	 
REQUEST	70		Get Data	1686233075133	1686233078632	OK	 
REQUEST	10		Get Data	1686233074516	1686233078634	OK	 
REQUEST	29		Get Data	1686233078387	1686233078679	OK	 
REQUEST	20		Get Data	1686233074625	1686233078683	OK	 
REQUEST	53		Get Data	1686233078447	1686233078683	OK	 
REQUEST	96		Get Data	1686233078513	1686233078691	OK	 
REQUEST	1		Get Data	1686233078497	1686233078692	OK	 
REQUEST	18		Get Data	1686233074596	1686233078700	OK	 
REQUEST	62		Get Data	1686233075055	1686233078700	OK	 
REQUEST	97		Get Data	1686233078527	1686233078706	OK	 
REQUEST	74		Get Data	1686233075167	1686233078763	OK	 
REQUEST	73		Get Data	1686233078511	1686233078777	OK	 
REQUEST	88		Get Data	1686233075316	1686233078813	OK	 
REQUEST	55		Get Data	1686233074962	1686233078825	OK	 
REQUEST	37		Get Data	1686233078527	1686233078843	OK	 
REQUEST	47		Get Data	1686233074886	1686233078845	OK	 
REQUEST	69		Get Data	1686233075117	1686233078857	OK	 
REQUEST	44		Get Data	1686233078666	1686233078864	OK	 
REQUEST	82		Get Data	1686233075255	1686233078997	OK	 
REQUEST	99		Get Data	1686233075423	1686233078997	OK	 
REQUEST	19		Get Data	1686233074599	1686233078999	OK	 
REQUEST	80		Get Data	1686233075227	1686233078999	OK	 
REQUEST	7		Get Data	1686233078664	1686233079000	OK	 
REQUEST	87		Get Data	1686233078618	1686233079005	OK	 
REQUEST	27		Get Data	1686233078727	1686233079007	OK	 
