RUN	scala.simulations.Browser.GetDataSimulation	getdatasimulation	1686172497984	 	3.3.1
USER	Get Data Scenario	1	START	1686172500526	1686172500526
USER	Get Data Scenario	2	START	1686172500550	1686172500550
USER	Get Data Scenario	3	START	1686172500576	1686172500576
USER	Get Data Scenario	4	START	1686172500591	1686172500591
USER	Get Data Scenario	5	START	1686172500609	1686172500609
USER	Get Data Scenario	6	START	1686172500637	1686172500637
USER	Get Data Scenario	7	START	1686172500654	1686172500654
USER	Get Data Scenario	8	START	1686172500684	1686172500684
USER	Get Data Scenario	9	START	1686172500701	1686172500701
USER	Get Data Scenario	10	START	1686172500715	1686172500715
USER	Get Data Scenario	11	START	1686172500746	1686172500746
USER	Get Data Scenario	12	START	1686172500752	1686172500752
USER	Get Data Scenario	13	START	1686172500776	1686172500776
USER	Get Data Scenario	14	START	1686172500792	1686172500792
USER	Get Data Scenario	15	START	1686172500809	1686172500809
USER	Get Data Scenario	16	START	1686172500838	1686172500838
USER	Get Data Scenario	17	START	1686172500853	1686172500853
USER	Get Data Scenario	18	START	1686172500869	1686172500869
USER	Get Data Scenario	19	START	1686172500899	1686172500899
USER	Get Data Scenario	20	START	1686172500916	1686172500916
REQUEST	8		Get Data	1686172500685	1686172500892	OK	 
REQUEST	6		Get Data	1686172500639	1686172500878	OK	 
REQUEST	5		Get Data	1686172500610	1686172500873	OK	 
REQUEST	4		Get Data	1686172500592	1686172500835	OK	 
REQUEST	2		Get Data	1686172500576	1686172500859	OK	 
REQUEST	7		Get Data	1686172500656	1686172500878	OK	 
USER	Get Data Scenario	21	START	1686172500944	1686172500944
USER	Get Data Scenario	22	START	1686172500949	1686172500949
REQUEST	11		Get Data	1686172500747	1686172500974	OK	 
USER	Get Data Scenario	23	START	1686172500975	1686172500975
USER	Get Data Scenario	24	START	1686172500990	1686172500990
USER	Get Data Scenario	25	START	1686172501009	1686172501009
USER	Get Data Scenario	26	START	1686172501037	1686172501037
REQUEST	10		Get Data	1686172500716	1686172501065	OK	 
REQUEST	9		Get Data	1686172500704	1686172501068	OK	 
USER	Get Data Scenario	27	START	1686172501069	1686172501069
REQUEST	13		Get Data	1686172500778	1686172501074	OK	 
REQUEST	16		Get Data	1686172500840	1686172501082	OK	 
USER	Get Data Scenario	28	START	1686172501083	1686172501083
USER	Get Data Scenario	29	START	1686172501099	1686172501099
USER	Get Data Scenario	30	START	1686172501129	1686172501129
USER	Get Data Scenario	31	START	1686172501143	1686172501143
USER	Get Data Scenario	32	START	1686172501159	1686172501159
REQUEST	15		Get Data	1686172500811	1686172501164	OK	 
REQUEST	12		Get Data	1686172500753	1686172501168	OK	 
REQUEST	14		Get Data	1686172500793	1686172501182	OK	 
USER	Get Data Scenario	33	START	1686172501189	1686172501189
USER	Get Data Scenario	34	START	1686172501204	1686172501204
USER	Get Data Scenario	35	START	1686172501219	1686172501219
