RUN	scala.simulations.Browser.GetDataSimulation	getdatasimulation	1686078774089	 	3.3.1
USER	Get Data Scenario	1	START	1686078776116	1686078776116
USER	Get Data Scenario	2	START	1686078776624	1686078776624
REQUEST	1		Get Data	1686078776198	1686078776591	OK	 
REQUEST	2		Get Data	1686078776625	1686078776840	OK	 
USER	Get Data Scenario	3	START	1686078777131	1686078777131
USER	Get Data Scenario	4	START	1686078777625	1686078777625
REQUEST	1		Get Data	1686078777612	1686078777843	OK	 
REQUEST	4		Get Data	1686078777627	1686078777945	OK	 
REQUEST	2		Get Data	1686078777862	1686078777962	OK	 
USER	Get Data Scenario	5	START	1686078778122	1686078778122
REQUEST	5		Get Data	1686078778123	1686078778334	OK	 
USER	Get Data Scenario	6	START	1686078778622	1686078778622
REQUEST	6		Get Data	1686078778624	1686078778804	OK	 
REQUEST	4		Get Data	1686078778953	1686078779057	OK	 
USER	Get Data Scenario	7	START	1686078779121	1686078779121
REQUEST	1		Get Data	1686078778855	1686078779146	OK	 
REQUEST	7		Get Data	1686078779123	1686078779443	OK	 
REQUEST	5		Get Data	1686078779342	1686078779443	OK	 
REQUEST	2		Get Data	1686078778952	1686078779481	OK	 
USER	Get Data Scenario	8	START	1686078779631	1686078779631
REQUEST	8		Get Data	1686078779632	1686078779856	OK	 
REQUEST	6		Get Data	1686078779819	1686078779947	OK	 
USER	Get Data Scenario	9	START	1686078780128	1686078780128
REQUEST	4		Get Data	1686078780066	1686078780190	OK	 
REQUEST	1		Get Data	1686078780132	1686078780470	OK	 
USER	Get Data Scenario	10	START	1686078780610	1686078780610
REQUEST	5		Get Data	1686078780474	1686078780933	OK	 
REQUEST	7		Get Data	1686078780476	1686078781007	OK	 
REQUEST	2		Get Data	1686078780501	1686078781040	OK	 
USER	Get Data Scenario	11	START	1686078781101	1686078781101
REQUEST	8		Get Data	1686078780875	1686078781146	OK	 
REQUEST	6		Get Data	1686078780953	1686078781146	OK	 
REQUEST	9		Get Data	1686078780129	1686078781396	OK	 
REQUEST	4		Get Data	1686078781207	1686078781533	OK	 
REQUEST	10		Get Data	1686078780611	1686078781536	OK	 
REQUEST	11		Get Data	1686078781102	1686078781538	OK	 
USER	Get Data Scenario	12	START	1686078781621	1686078781621
REQUEST	1		Get Data	1686078781498	1686078781731	OK	 
REQUEST	12		Get Data	1686078781623	1686078781842	OK	 
REQUEST	7		Get Data	1686078781992	1686078782112	OK	 
USER	Get Data Scenario	13	START	1686078782132	1686078782132
REQUEST	6		Get Data	1686078782152	1686078782256	OK	 
REQUEST	8		Get Data	1686078782153	1686078782257	OK	 
REQUEST	2		Get Data	1686078782042	1686078782378	OK	 
REQUEST	13		Get Data	1686078782133	1686078782381	OK	 
REQUEST	9		Get Data	1686078782412	1686078782510	OK	 
REQUEST	4		Get Data	1686078782522	1686078782620	OK	 
USER	Get Data Scenario	14	START	1686078782626	1686078782626
REQUEST	10		Get Data	1686078782553	1686078782685	OK	 
REQUEST	11		Get Data	1686078782554	1686078782789	OK	 
REQUEST	14		Get Data	1686078782629	1686078782820	OK	 
USER	Get Data Scenario	15	START	1686078783123	1686078783123
REQUEST	12		Get Data	1686078782863	1686078783428	OK	 
REQUEST	2		Get Data	1686078783362	1686078783467	OK	 
REQUEST	6		Get Data	1686078783252	1686078783548	OK	 
USER	Get Data Scenario	16	START	1686078783621	1686078783621
REQUEST	15		Get Data	1686078783123	1686078783781	OK	 
REQUEST	10		Get Data	1686078783682	1686078783790	OK	 
REQUEST	8		Get Data	1686078783252	1686078783797	OK	 
REQUEST	11		Get Data	1686078783792	1686078783897	OK	 
REQUEST	14		Get Data	1686078783838	1686078783947	OK	 
REQUEST	1		Get Data	1686078782722	1686078783966	OK	 
REQUEST	13		Get Data	1686078783404	1686078783994	OK	 
USER	Get Data Scenario	17	START	1686078784121	1686078784121
REQUEST	16		Get Data	1686078783623	1686078784348	OK	 
REQUEST	17		Get Data	1686078784122	1686078784486	OK	 
REQUEST	5		Get Data	1686078781930	1686078784535	OK	 
USER	Get Data Scenario	18	START	1686078784622	1686078784622
REQUEST	6		Get Data	1686078784552	1686078784654	OK	 
REQUEST	12		Get Data	1686078784447	1686078784731	OK	 
REQUEST	10		Get Data	1686078784810	1686078784912	OK	 
