RUN	scala.simulations.Browser.GetDataSimulation	getdatasimulation	1686173648707	 	3.3.1
USER	Get Data Scenario	2	START	1686173650733	1686173650733
USER	Get Data Scenario	1	START	1686173650733	1686173650733
USER	Get Data Scenario	4	START	1686173650762	1686173650762
USER	Get Data Scenario	3	START	1686173650762	1686173650762
USER	Get Data Scenario	6	START	1686173650777	1686173650777
USER	Get Data Scenario	5	START	1686173650777	1686173650777
USER	Get Data Scenario	7	START	1686173650780	1686173650780
USER	Get Data Scenario	8	START	1686173650780	1686173650780
USER	Get Data Scenario	9	START	1686173650794	1686173650794
USER	Get Data Scenario	10	START	1686173650794	1686173650794
USER	Get Data Scenario	11	START	1686173650809	1686173650809
USER	Get Data Scenario	12	START	1686173650809	1686173650809
USER	Get Data Scenario	14	START	1686173650810	1686173650810
USER	Get Data Scenario	13	START	1686173650810	1686173650810
USER	Get Data Scenario	15	START	1686173650828	1686173650828
USER	Get Data Scenario	18	START	1686173650831	1686173650831
USER	Get Data Scenario	17	START	1686173650831	1686173650831
USER	Get Data Scenario	16	START	1686173650830	1686173650830
USER	Get Data Scenario	19	START	1686173650856	1686173650856
USER	Get Data Scenario	20	START	1686173650856	1686173650856
USER	Get Data Scenario	21	START	1686173650858	1686173650858
USER	Get Data Scenario	22	START	1686173650859	1686173650859
USER	Get Data Scenario	23	START	1686173650860	1686173650860
USER	Get Data Scenario	24	START	1686173650860	1686173650860
USER	Get Data Scenario	26	START	1686173650884	1686173650884
USER	Get Data Scenario	25	START	1686173650884	1686173650884
USER	Get Data Scenario	27	START	1686173650884	1686173650884
USER	Get Data Scenario	28	START	1686173650884	1686173650884
USER	Get Data Scenario	29	START	1686173650900	1686173650900
USER	Get Data Scenario	30	START	1686173650900	1686173650900
USER	Get Data Scenario	31	START	1686173650901	1686173650901
USER	Get Data Scenario	32	START	1686173650901	1686173650901
USER	Get Data Scenario	34	START	1686173650915	1686173650915
USER	Get Data Scenario	33	START	1686173650915	1686173650915
USER	Get Data Scenario	35	START	1686173650920	1686173650920
USER	Get Data Scenario	36	START	1686173650920	1686173650920
USER	Get Data Scenario	37	START	1686173650946	1686173650946
USER	Get Data Scenario	38	START	1686173650947	1686173650947
USER	Get Data Scenario	40	START	1686173650948	1686173650948
USER	Get Data Scenario	39	START	1686173650948	1686173650948
USER	Get Data Scenario	41	START	1686173650950	1686173650950
USER	Get Data Scenario	42	START	1686173650950	1686173650950
USER	Get Data Scenario	44	START	1686173650960	1686173650960
USER	Get Data Scenario	43	START	1686173650960	1686173650960
USER	Get Data Scenario	45	START	1686173650976	1686173650976
USER	Get Data Scenario	46	START	1686173650977	1686173650977
USER	Get Data Scenario	47	START	1686173650980	1686173650980
USER	Get Data Scenario	48	START	1686173650980	1686173650980
USER	Get Data Scenario	50	START	1686173650991	1686173650991
USER	Get Data Scenario	49	START	1686173650991	1686173650991
USER	Get Data Scenario	51	START	1686173651007	1686173651007
USER	Get Data Scenario	52	START	1686173651007	1686173651007
USER	Get Data Scenario	54	START	1686173651010	1686173651010
USER	Get Data Scenario	53	START	1686173651010	1686173651010
USER	Get Data Scenario	55	START	1686173651022	1686173651022
USER	Get Data Scenario	56	START	1686173651022	1686173651022
USER	Get Data Scenario	58	START	1686173651037	1686173651037
USER	Get Data Scenario	57	START	1686173651037	1686173651037
USER	Get Data Scenario	59	START	1686173651042	1686173651042
USER	Get Data Scenario	60	START	1686173651042	1686173651042
USER	Get Data Scenario	62	START	1686173651052	1686173651052
USER	Get Data Scenario	61	START	1686173651052	1686173651052
REQUEST	7		Get Data	1686173650780	1686173651006	OK	 
USER	Get Data Scenario	64	START	1686173651068	1686173651068
USER	Get Data Scenario	63	START	1686173651068	1686173651068
USER	Get Data Scenario	65	START	1686173651070	1686173651070
USER	Get Data Scenario	66	START	1686173651070	1686173651070
USER	Get Data Scenario	68	START	1686173651082	1686173651082
USER	Get Data Scenario	67	START	1686173651082	1686173651082
USER	Get Data Scenario	70	START	1686173651098	1686173651098
USER	Get Data Scenario	69	START	1686173651098	1686173651098
USER	Get Data Scenario	71	START	1686173651100	1686173651100
USER	Get Data Scenario	72	START	1686173651100	1686173651100
USER	Get Data Scenario	73	START	1686173651113	1686173651113
USER	Get Data Scenario	74	START	1686173651113	1686173651113
USER	Get Data Scenario	76	START	1686173651128	1686173651128
USER	Get Data Scenario	75	START	1686173651128	1686173651128
USER	Get Data Scenario	77	START	1686173651130	1686173651130
USER	Get Data Scenario	78	START	1686173651130	1686173651130
USER	Get Data Scenario	79	START	1686173651143	1686173651143
USER	Get Data Scenario	80	START	1686173651144	1686173651144
USER	Get Data Scenario	81	START	1686173651160	1686173651160
USER	Get Data Scenario	82	START	1686173651160	1686173651160
USER	Get Data Scenario	83	START	1686173651161	1686173651161
USER	Get Data Scenario	84	START	1686173651163	1686173651163
REQUEST	3		Get Data	1686173650770	1686173651167	OK	 
USER	Get Data Scenario	85	START	1686173651174	1686173651174
USER	Get Data Scenario	86	START	1686173651174	1686173651174
USER	Get Data Scenario	88	START	1686173651189	1686173651189
USER	Get Data Scenario	87	START	1686173651189	1686173651189
USER	Get Data Scenario	90	START	1686173651190	1686173651190
USER	Get Data Scenario	89	START	1686173651190	1686173651190
USER	Get Data Scenario	91	START	1686173651204	1686173651204
USER	Get Data Scenario	92	START	1686173651204	1686173651204
USER	Get Data Scenario	94	START	1686173651220	1686173651220
USER	Get Data Scenario	95	START	1686173651220	1686173651220
USER	Get Data Scenario	93	START	1686173651220	1686173651220
USER	Get Data Scenario	96	START	1686173651220	1686173651220
USER	Get Data Scenario	97	START	1686173651235	1686173651235
USER	Get Data Scenario	98	START	1686173651235	1686173651235
USER	Get Data Scenario	99	START	1686173651240	1686173651240
USER	Get Data Scenario	100	START	1686173651240	1686173651240
USER	Get Data Scenario	101	START	1686173651251	1686173651251
USER	Get Data Scenario	102	START	1686173651251	1686173651251
USER	Get Data Scenario	103	START	1686173651266	1686173651266
USER	Get Data Scenario	104	START	1686173651266	1686173651266
USER	Get Data Scenario	105	START	1686173651270	1686173651270
USER	Get Data Scenario	106	START	1686173651270	1686173651270
USER	Get Data Scenario	108	START	1686173651282	1686173651282
USER	Get Data Scenario	107	START	1686173651282	1686173651282
USER	Get Data Scenario	110	START	1686173651299	1686173651299
USER	Get Data Scenario	109	START	1686173651299	1686173651299
USER	Get Data Scenario	111	START	1686173651300	1686173651300
USER	Get Data Scenario	112	START	1686173651300	1686173651300
USER	Get Data Scenario	113	START	1686173651313	1686173651313
USER	Get Data Scenario	114	START	1686173651313	1686173651313
USER	Get Data Scenario	116	START	1686173651329	1686173651329
USER	Get Data Scenario	118	START	1686173651330	1686173651330
USER	Get Data Scenario	115	START	1686173651329	1686173651329
USER	Get Data Scenario	117	START	1686173651330	1686173651330
USER	Get Data Scenario	120	START	1686173651345	1686173651345
USER	Get Data Scenario	119	START	1686173651345	1686173651345
USER	Get Data Scenario	122	START	1686173651350	1686173651350
USER	Get Data Scenario	121	START	1686173651350	1686173651350
USER	Get Data Scenario	124	START	1686173651360	1686173651360
USER	Get Data Scenario	123	START	1686173651360	1686173651360
USER	Get Data Scenario	125	START	1686173651375	1686173651375
USER	Get Data Scenario	126	START	1686173651375	1686173651375
USER	Get Data Scenario	128	START	1686173651380	1686173651380
USER	Get Data Scenario	127	START	1686173651380	1686173651380
USER	Get Data Scenario	130	START	1686173651391	1686173651391
