RUN	scala.simulations.Browser.GetDataSimulation	getdatasimulation	1686774452152	 	3.3.1
USER	Get Data Scenario	1	START	1686774453787	1686774453787
USER	Get Data Scenario	2	START	1686774453935	1686774453935
USER	Get Data Scenario	3	START	1686774454077	1686774454077
USER	Get Data Scenario	4	START	1686774454218	1686774454218
USER	Get Data Scenario	5	START	1686774454357	1686774454357
USER	Get Data Scenario	6	START	1686774454507	1686774454507
USER	Get Data Scenario	7	START	1686774454647	1686774454647
USER	Get Data Scenario	8	START	1686774454787	1686774454787
USER	Get Data Scenario	9	START	1686774454958	1686774454958
USER	Get Data Scenario	10	START	1686774455125	1686774455125
REQUEST	3		Get Data	1686774454079	1686774455139	OK	 
REQUEST	1		Get Data	1686774453828	1686774455155	OK	 
REQUEST	2		Get Data	1686774453936	1686774455201	OK	 
REQUEST	8		Get Data	1686774454788	1686774455209	OK	 
REQUEST	4		Get Data	1686774454220	1686774455221	OK	 
USER	Get Data Scenario	11	START	1686774455295	1686774455295
USER	Get Data Scenario	12	START	1686774455463	1686774455463
REQUEST	11		Get Data	1686774455296	1686774455566	OK	 
REQUEST	9		Get Data	1686774454960	1686774455569	OK	 
USER	Get Data Scenario	13	START	1686774455617	1686774455617
REQUEST	6		Get Data	1686774454508	1686774455632	OK	 
REQUEST	7		Get Data	1686774454649	1686774455644	OK	 
REQUEST	5		Get Data	1686774454359	1686774455670	OK	 
REQUEST	10		Get Data	1686774455127	1686774455705	OK	 
REQUEST	12		Get Data	1686774455464	1686774455737	OK	 
USER	Get Data Scenario	14	START	1686774455787	1686774455787
REQUEST	13		Get Data	1686774455618	1686774455872	OK	 
USER	Get Data Scenario	15	START	1686774455957	1686774455957
REQUEST	14		Get Data	1686774455789	1686774455980	OK	 
USER	Get Data Scenario	16	START	1686774456128	1686774456128
REQUEST	15		Get Data	1686774455959	1686774456156	OK	 
USER	Get Data Scenario	17	START	1686774456297	1686774456297
REQUEST	1		Get Data	1686774456170	1686774456310	OK	 
REQUEST	3		Get Data	1686774456158	1686774456312	OK	 
REQUEST	16		Get Data	1686774456129	1686774456326	OK	 
REQUEST	8		Get Data	1686774456232	1686774456340	OK	 
REQUEST	4		Get Data	1686774456248	1686774456372	OK	 
REQUEST	2		Get Data	1686774456233	1686774456376	OK	 
USER	Get Data Scenario	18	START	1686774456461	1686774456461
REQUEST	17		Get Data	1686774456298	1686774456528	OK	 
USER	Get Data Scenario	19	START	1686774456631	1686774456631
REQUEST	18		Get Data	1686774456463	1686774456653	OK	 
REQUEST	9		Get Data	1686774456588	1686774456700	OK	 
REQUEST	11		Get Data	1686774456585	1686774456701	OK	 
REQUEST	6		Get Data	1686774456648	1686774456757	OK	 
REQUEST	7		Get Data	1686774456676	1686774456791	OK	 
USER	Get Data Scenario	20	START	1686774456799	1686774456799
REQUEST	5		Get Data	1686774456678	1686774456804	OK	 
REQUEST	19		Get Data	1686774456633	1686774456824	OK	 
REQUEST	10		Get Data	1686774456708	1686774456873	OK	 
REQUEST	12		Get Data	1686774456768	1686774456876	OK	 
USER	Get Data Scenario	21	START	1686774456966	1686774456966
REQUEST	13		Get Data	1686774456878	1686774457000	OK	 
REQUEST	20		Get Data	1686774456800	1686774457053	OK	 
REQUEST	14		Get Data	1686774456998	1686774457101	OK	 
USER	Get Data Scenario	22	START	1686774457135	1686774457135
REQUEST	21		Get Data	1686774456967	1686774457240	OK	 
REQUEST	15		Get Data	1686774457181	1686774457289	OK	 
USER	Get Data Scenario	23	START	1686774457305	1686774457305
REQUEST	22		Get Data	1686774457136	1686774457395	OK	 
