RUN	scala.simulations.Browser.GetDataSimulation	getdatasimulation	1687288586316	 	3.3.1
USER	Get Data Scenario	1	START	1687288587859	1687288587859
USER	Get Data Scenario	2	START	1687288587883	1687288587883
USER	Get Data Scenario	3	START	1687288587901	1687288587901
USER	Get Data Scenario	4	START	1687288587929	1687288587929
USER	Get Data Scenario	5	START	1687288587944	1687288587944
USER	Get Data Scenario	6	START	1687288587961	1687288587961
USER	Get Data Scenario	7	START	1687288587990	1687288587990
USER	Get Data Scenario	8	START	1687288588006	1687288588006
USER	Get Data Scenario	9	START	1687288588021	1687288588021
USER	Get Data Scenario	10	START	1687288588051	1687288588051
USER	Get Data Scenario	11	START	1687288588066	1687288588066
USER	Get Data Scenario	12	START	1687288588082	1687288588082
USER	Get Data Scenario	13	START	1687288588101	1687288588101
USER	Get Data Scenario	14	START	1687288588128	1687288588128
USER	Get Data Scenario	15	START	1687288588143	1687288588143
USER	Get Data Scenario	16	START	1687288588161	1687288588161
USER	Get Data Scenario	17	START	1687288588190	1687288588190
USER	Get Data Scenario	18	START	1687288588205	1687288588205
USER	Get Data Scenario	19	START	1687288588221	1687288588221
USER	Get Data Scenario	20	START	1687288588251	1687288588251
USER	Get Data Scenario	21	START	1687288588266	1687288588266
USER	Get Data Scenario	22	START	1687288588281	1687288588281
USER	Get Data Scenario	23	START	1687288588301	1687288588301
REQUEST	10		Get Data	1687288588052	1687288588298	OK	 
REQUEST	3		Get Data	1687288587902	1687288588259	OK	 
USER	Get Data Scenario	24	START	1687288588327	1687288588327
REQUEST	11		Get Data	1687288588068	1687288588328	OK	 
USER	Get Data Scenario	25	START	1687288588342	1687288588342
REQUEST	7		Get Data	1687288587992	1687288588343	OK	 
REQUEST	2		Get Data	1687288587895	1687288588348	OK	 
REQUEST	6		Get Data	1687288587962	1687288588353	OK	 
REQUEST	5		Get Data	1687288587945	1687288588354	OK	 
USER	Get Data Scenario	26	START	1687288588361	1687288588361
REQUEST	4		Get Data	1687288587930	1687288588362	OK	 
REQUEST	12		Get Data	1687288588083	1687288588363	OK	 
REQUEST	9		Get Data	1687288588022	1687288588375	OK	 
REQUEST	8		Get Data	1687288588007	1687288588382	OK	 
USER	Get Data Scenario	27	START	1687288588388	1687288588388
REQUEST	13		Get Data	1687288588102	1687288588390	OK	 
REQUEST	15		Get Data	1687288588144	1687288588400	OK	 
USER	Get Data Scenario	28	START	1687288588403	1687288588403
REQUEST	14		Get Data	1687288588129	1687288588409	OK	 
REQUEST	16		Get Data	1687288588162	1687288588415	OK	 
USER	Get Data Scenario	29	START	1687288588421	1687288588421
USER	Get Data Scenario	30	START	1687288588448	1687288588448
USER	Get Data Scenario	31	START	1687288588463	1687288588463
USER	Get Data Scenario	32	START	1687288588481	1687288588481
REQUEST	23		Get Data	1687288588302	1687288588507	OK	 
REQUEST	19		Get Data	1687288588222	1687288588509	OK	 
REQUEST	18		Get Data	1687288588206	1687288588510	OK	 
USER	Get Data Scenario	33	START	1687288588510	1687288588510
REQUEST	1		Get Data	1687288587893	1687288588510	OK	 
REQUEST	17		Get Data	1687288588191	1687288588515	OK	 
USER	Get Data Scenario	34	START	1687288588524	1687288588524
USER	Get Data Scenario	35	START	1687288588541	1687288588541
USER	Get Data Scenario	36	START	1687288588571	1687288588571
USER	Get Data Scenario	37	START	1687288588586	1687288588586
REQUEST	22		Get Data	1687288588282	1687288588590	OK	 
REQUEST	25		Get Data	1687288588344	1687288588594	OK	 
REQUEST	20		Get Data	1687288588252	1687288588594	OK	 
REQUEST	26		Get Data	1687288588362	1687288588594	OK	 
REQUEST	27		Get Data	1687288588389	1687288588597	OK	 
USER	Get Data Scenario	38	START	1687288588602	1687288588602
USER	Get Data Scenario	39	START	1687288588621	1687288588621
USER	Get Data Scenario	40	START	1687288588647	1687288588647
REQUEST	29		Get Data	1687288588422	1687288588654	OK	 
REQUEST	24		Get Data	1687288588329	1687288588656	OK	 
REQUEST	28		Get Data	1687288588404	1687288588659	OK	 
USER	Get Data Scenario	41	START	1687288588662	1687288588662
REQUEST	32		Get Data	1687288588482	1687288588679	OK	 
USER	Get Data Scenario	42	START	1687288588681	1687288588681
REQUEST	33		Get Data	1687288588511	1687288588696	OK	 
REQUEST	30		Get Data	1687288588449	1687288588703	OK	 
