RUN	scala.simulations.Browser.GetDataSimulation	getdatasimulation	1686749321617	 	3.3.1
USER	Get Data Scenario	1	START	1686749323270	1686749323270
USER	Get Data Scenario	2	START	1686749323410	1686749323410
USER	Get Data Scenario	3	START	1686749323561	1686749323561
USER	Get Data Scenario	4	START	1686749323701	1686749323701
USER	Get Data Scenario	5	START	1686749323841	1686749323841
REQUEST	2		Get Data	1686749323412	1686749323803	OK	 
REQUEST	3		Get Data	1686749323563	1686749323907	OK	 
USER	Get Data Scenario	6	START	1686749323993	1686749323993
REQUEST	4		Get Data	1686749323703	1686749324102	OK	 
REQUEST	5		Get Data	1686749323842	1686749324108	OK	 
USER	Get Data Scenario	7	START	1686749324132	1686749324132
USER	Get Data Scenario	8	START	1686749324271	1686749324271
REQUEST	1		Get Data	1686749323313	1686749324320	OK	 
REQUEST	6		Get Data	1686749323995	1686749324340	OK	 
USER	Get Data Scenario	9	START	1686749324441	1686749324441
REQUEST	7		Get Data	1686749324133	1686749324448	OK	 
REQUEST	8		Get Data	1686749324272	1686749324525	OK	 
USER	Get Data Scenario	10	START	1686749324608	1686749324608
REQUEST	9		Get Data	1686749324442	1686749324734	OK	 
USER	Get Data Scenario	11	START	1686749324779	1686749324779
REQUEST	10		Get Data	1686749324609	1686749324841	OK	 
REQUEST	2		Get Data	1686749324827	1686749324934	OK	 
USER	Get Data Scenario	12	START	1686749324949	1686749324949
REQUEST	3		Get Data	1686749324922	1686749325031	OK	 
REQUEST	11		Get Data	1686749324780	1686749325066	OK	 
USER	Get Data Scenario	13	START	1686749325103	1686749325103
REQUEST	12		Get Data	1686749324950	1686749325221	OK	 
REQUEST	5		Get Data	1686749325122	1686749325233	OK	 
REQUEST	4		Get Data	1686749325122	1686749325237	OK	 
USER	Get Data Scenario	14	START	1686749325277	1686749325277
REQUEST	13		Get Data	1686749325104	1686749325366	OK	 
USER	Get Data Scenario	15	START	1686749325431	1686749325431
REQUEST	1		Get Data	1686749325349	1686749325455	OK	 
REQUEST	6		Get Data	1686749325351	1686749325550	OK	 
