RUN	scala.simulations.Browser.GetDataSimulation	getdatasimulation	1686926890163	 	3.3.1
USER	Get Data Scenario	1	START	1686926891802	1686926891802
USER	Get Data Scenario	2	START	1686926891802	1686926891802
USER	Get Data Scenario	3	START	1686926891826	1686926891826
USER	Get Data Scenario	4	START	1686926891831	1686926891831
USER	Get Data Scenario	5	START	1686926891841	1686926891841
USER	Get Data Scenario	6	START	1686926891851	1686926891851
USER	Get Data Scenario	7	START	1686926891862	1686926891862
USER	Get Data Scenario	8	START	1686926891872	1686926891872
USER	Get Data Scenario	9	START	1686926891883	1686926891883
USER	Get Data Scenario	10	START	1686926891894	1686926891894
USER	Get Data Scenario	11	START	1686926891904	1686926891904
USER	Get Data Scenario	12	START	1686926891916	1686926891916
USER	Get Data Scenario	13	START	1686926891920	1686926891920
USER	Get Data Scenario	14	START	1686926891931	1686926891931
USER	Get Data Scenario	15	START	1686926891941	1686926891941
USER	Get Data Scenario	16	START	1686926891951	1686926891951
USER	Get Data Scenario	17	START	1686926891963	1686926891963
USER	Get Data Scenario	18	START	1686926891974	1686926891974
USER	Get Data Scenario	19	START	1686926891984	1686926891984
USER	Get Data Scenario	20	START	1686926892030	1686926892030
USER	Get Data Scenario	21	START	1686926892031	1686926892031
USER	Get Data Scenario	23	START	1686926892034	1686926892034
USER	Get Data Scenario	22	START	1686926892034	1686926892034
USER	Get Data Scenario	24	START	1686926892042	1686926892042
USER	Get Data Scenario	28	START	1686926892090	1686926892090
USER	Get Data Scenario	26	START	1686926892087	1686926892087
USER	Get Data Scenario	27	START	1686926892087	1686926892087
USER	Get Data Scenario	25	START	1686926892086	1686926892086
USER	Get Data Scenario	29	START	1686926892144	1686926892144
USER	Get Data Scenario	31	START	1686926892147	1686926892147
USER	Get Data Scenario	30	START	1686926892147	1686926892147
USER	Get Data Scenario	33	START	1686926892148	1686926892148
USER	Get Data Scenario	34	START	1686926892148	1686926892148
USER	Get Data Scenario	32	START	1686926892148	1686926892148
USER	Get Data Scenario	35	START	1686926892154	1686926892154
USER	Get Data Scenario	36	START	1686926892165	1686926892165
USER	Get Data Scenario	37	START	1686926892175	1686926892175
USER	Get Data Scenario	38	START	1686926892188	1686926892188
USER	Get Data Scenario	39	START	1686926892191	1686926892191
USER	Get Data Scenario	40	START	1686926892205	1686926892205
USER	Get Data Scenario	41	START	1686926892219	1686926892219
USER	Get Data Scenario	42	START	1686926892221	1686926892221
USER	Get Data Scenario	43	START	1686926892234	1686926892234
USER	Get Data Scenario	44	START	1686926892244	1686926892244
USER	Get Data Scenario	45	START	1686926892255	1686926892255
USER	Get Data Scenario	46	START	1686926892265	1686926892265
USER	Get Data Scenario	47	START	1686926892275	1686926892275
USER	Get Data Scenario	48	START	1686926892285	1686926892285
USER	Get Data Scenario	49	START	1686926892296	1686926892296
USER	Get Data Scenario	50	START	1686926892301	1686926892301
USER	Get Data Scenario	51	START	1686926892311	1686926892311
USER	Get Data Scenario	52	START	1686926892321	1686926892321
USER	Get Data Scenario	53	START	1686926892332	1686926892332
USER	Get Data Scenario	54	START	1686926892342	1686926892342
USER	Get Data Scenario	55	START	1686926892353	1686926892353
USER	Get Data Scenario	56	START	1686926892364	1686926892364
USER	Get Data Scenario	57	START	1686926892374	1686926892374
USER	Get Data Scenario	58	START	1686926892381	1686926892381
USER	Get Data Scenario	59	START	1686926892391	1686926892391
USER	Get Data Scenario	60	START	1686926892402	1686926892402
USER	Get Data Scenario	61	START	1686926892416	1686926892416
USER	Get Data Scenario	62	START	1686926892427	1686926892427
USER	Get Data Scenario	64	START	1686926892443	1686926892443
USER	Get Data Scenario	63	START	1686926892443	1686926892443
USER	Get Data Scenario	65	START	1686926892503	1686926892503
USER	Get Data Scenario	66	START	1686926892504	1686926892504
USER	Get Data Scenario	67	START	1686926892513	1686926892513
USER	Get Data Scenario	69	START	1686926892521	1686926892521
USER	Get Data Scenario	68	START	1686926892520	1686926892520
USER	Get Data Scenario	70	START	1686926892526	1686926892526
USER	Get Data Scenario	73	START	1686926892543	1686926892543
USER	Get Data Scenario	72	START	1686926892538	1686926892538
USER	Get Data Scenario	74	START	1686926892545	1686926892545
USER	Get Data Scenario	75	START	1686926892553	1686926892553
USER	Get Data Scenario	71	START	1686926892538	1686926892538
USER	Get Data Scenario	76	START	1686926892569	1686926892569
USER	Get Data Scenario	78	START	1686926892585	1686926892585
USER	Get Data Scenario	77	START	1686926892585	1686926892585
USER	Get Data Scenario	79	START	1686926892596	1686926892596
USER	Get Data Scenario	81	START	1686926892612	1686926892612
USER	Get Data Scenario	80	START	1686926892612	1686926892612
USER	Get Data Scenario	82	START	1686926892623	1686926892623
USER	Get Data Scenario	83	START	1686926892636	1686926892636
USER	Get Data Scenario	84	START	1686926892644	1686926892644
USER	Get Data Scenario	85	START	1686926892660	1686926892660
USER	Get Data Scenario	86	START	1686926892679	1686926892679
USER	Get Data Scenario	87	START	1686926892679	1686926892679
USER	Get Data Scenario	88	START	1686926892706	1686926892706
USER	Get Data Scenario	90	START	1686926892709	1686926892709
USER	Get Data Scenario	89	START	1686926892708	1686926892708
USER	Get Data Scenario	92	START	1686926892725	1686926892725
USER	Get Data Scenario	91	START	1686926892725	1686926892725
USER	Get Data Scenario	93	START	1686926892732	1686926892732
USER	Get Data Scenario	95	START	1686926892760	1686926892760
USER	Get Data Scenario	94	START	1686926892760	1686926892760
USER	Get Data Scenario	98	START	1686926892789	1686926892789
USER	Get Data Scenario	97	START	1686926892788	1686926892788
USER	Get Data Scenario	96	START	1686926892788	1686926892788
USER	Get Data Scenario	99	START	1686926892794	1686926892794
USER	Get Data Scenario	100	START	1686926892807	1686926892807
REQUEST	18		Get Data	1686926891976	1686926892420	OK	 
REQUEST	26		Get Data	1686926892095	1686926892420	OK	 
REQUEST	48		Get Data	1686926892287	1686926892475	OK	 
REQUEST	65		Get Data	1686926892508	1686926892713	OK	 
REQUEST	3		Get Data	1686926891854	1686926892434	OK	 
REQUEST	13		Get Data	1686926891922	1686926892420	OK	 
REQUEST	46		Get Data	1686926892267	1686926892488	OK	 
REQUEST	27		Get Data	1686926892096	1686926892420	OK	 
REQUEST	7		Get Data	1686926891863	1686926892421	OK	 
REQUEST	4		Get Data	1686926891855	1686926892428	OK	 
REQUEST	12		Get Data	1686926891919	1686926892420	OK	 
REQUEST	15		Get Data	1686926891942	1686926892424	OK	 
REQUEST	6		Get Data	1686926891858	1686926892420	OK	 
REQUEST	40		Get Data	1686926892207	1686926892453	OK	 
REQUEST	22		Get Data	1686926892042	1686926892911	OK	 
REQUEST	38		Get Data	1686926892190	1686926892964	OK	 
REQUEST	30		Get Data	1686926892149	1686926892903	OK	 
REQUEST	20		Get Data	1686926892035	1686926892916	OK	 
REQUEST	52		Get Data	1686926892323	1686926892981	OK	 
REQUEST	39		Get Data	1686926892193	1686926892924	OK	 
REQUEST	56		Get Data	1686926892366	1686926893000	OK	 
REQUEST	35		Get Data	1686926892157	1686926892937	OK	 
REQUEST	81		Get Data	1686926892621	1686926893022	OK	 
REQUEST	16		Get Data	1686926891953	1686926893025	OK	 
REQUEST	32		Get Data	1686926892153	1686926893026	OK	 
REQUEST	28		Get Data	1686926892094	1686926892940	OK	 
REQUEST	25		Get Data	1686926892108	1686926893029	OK	 
REQUEST	29		Get Data	1686926892148	1686926893031	OK	 
REQUEST	44		Get Data	1686926892247	1686926893032	OK	 
REQUEST	14		Get Data	1686926891932	1686926893024	OK	 
REQUEST	5		Get Data	1686926891856	1686926893030	OK	 
REQUEST	31		Get Data	1686926892150	1686926892945	OK	 
REQUEST	2		Get Data	1686926891853	1686926893052	OK	 
REQUEST	9		Get Data	1686926891884	1686926893052	OK	 
REQUEST	34		Get Data	1686926892152	1686926893054	OK	 
REQUEST	50		Get Data	1686926892302	1686926893056	OK	 
REQUEST	8		Get Data	1686926891874	1686926893042	OK	 
REQUEST	11		Get Data	1686926891908	1686926893077	OK	 
REQUEST	43		Get Data	1686926892236	1686926893079	OK	 
REQUEST	17		Get Data	1686926891965	1686926893091	OK	 
REQUEST	1		Get Data	1686926891850	1686926893093	OK	 
REQUEST	42		Get Data	1686926892223	1686926893093	OK	 
REQUEST	53		Get Data	1686926892334	1686926893092	OK	 
REQUEST	10		Get Data	1686926891895	1686926893095	OK	 
REQUEST	37		Get Data	1686926892182	1686926893095	OK	 
REQUEST	41		Get Data	1686926892222	1686926893096	OK	 
REQUEST	69		Get Data	1686926892529	1686926893097	OK	 
REQUEST	45		Get Data	1686926892257	1686926893098	OK	 
REQUEST	73		Get Data	1686926892568	1686926893099	OK	 
REQUEST	21		Get Data	1686926892040	1686926893100	OK	 
REQUEST	33		Get Data	1686926892151	1686926893101	OK	 
REQUEST	49		Get Data	1686926892298	1686926893103	OK	 
REQUEST	51		Get Data	1686926892312	1686926893106	OK	 
REQUEST	80		Get Data	1686926892623	1686926893107	OK	 
REQUEST	19		Get Data	1686926891987	1686926893107	OK	 
REQUEST	24		Get Data	1686926892046	1686926893109	OK	 
REQUEST	36		Get Data	1686926892167	1686926893110	OK	 
REQUEST	64		Get Data	1686926892470	1686926893112	OK	 
REQUEST	72		Get Data	1686926892571	1686926893119	OK	 
REQUEST	88		Get Data	1686926892709	1686926893121	OK	 
REQUEST	47		Get Data	1686926892277	1686926893119	OK	 
REQUEST	62		Get Data	1686926892455	1686926893164	OK	 
REQUEST	86		Get Data	1686926892694	1686926893167	OK	 
REQUEST	55		Get Data	1686926892355	1686926893190	OK	 
REQUEST	94		Get Data	1686926892764	1686926893193	OK	 
REQUEST	68		Get Data	1686926892554	1686926893200	OK	 
REQUEST	93		Get Data	1686926892735	1686926893200	OK	 
REQUEST	97		Get Data	1686926892792	1686926893200	OK	 
REQUEST	87		Get Data	1686926892695	1686926893221	OK	 
REQUEST	100		Get Data	1686926892809	1686926893221	OK	 
REQUEST	92		Get Data	1686926892729	1686926893264	OK	 
REQUEST	79		Get Data	1686926892611	1686926893264	OK	 
REQUEST	76		Get Data	1686926892584	1686926893267	OK	 
REQUEST	83		Get Data	1686926892641	1686926893286	OK	 
REQUEST	77		Get Data	1686926892591	1686926893287	OK	 
REQUEST	85		Get Data	1686926892689	1686926893288	OK	 
REQUEST	98		Get Data	1686926892792	1686926893291	OK	 
REQUEST	59		Get Data	1686926892393	1686926893291	OK	 
REQUEST	63		Get Data	1686926892479	1686926893292	OK	 
REQUEST	99		Get Data	1686926892796	1686926893301	OK	 
REQUEST	75		Get Data	1686926892581	1686926893301	OK	 
REQUEST	84		Get Data	1686926892658	1686926893314	OK	 
REQUEST	61		Get Data	1686926892418	1686926893314	OK	 
REQUEST	67		Get Data	1686926892521	1686926893316	OK	 
REQUEST	71		Get Data	1686926892576	1686926893320	OK	 
REQUEST	57		Get Data	1686926892376	1686926893320	OK	 
REQUEST	60		Get Data	1686926892404	1686926893320	OK	 
REQUEST	91		Get Data	1686926892732	1686926893321	OK	 
REQUEST	90		Get Data	1686926892711	1686926893323	KO	status.find.is(200), but actually found 400
REQUEST	74		Get Data	1686926892575	1686926893344	OK	 
REQUEST	82		Get Data	1686926892629	1686926893352	OK	 
REQUEST	95		Get Data	1686926892763	1686926893353	OK	 
REQUEST	96		Get Data	1686926892794	1686926893472	OK	 
REQUEST	6		Get Data	1686926893432	1686926893553	OK	 
REQUEST	23		Get Data	1686926892041	1686926893565	OK	 
REQUEST	4		Get Data	1686926893475	1686926893591	OK	 
REQUEST	3		Get Data	1686926893485	1686926893593	OK	 
REQUEST	15		Get Data	1686926893500	1686926893605	OK	 
REQUEST	48		Get Data	1686926893507	1686926893608	OK	 
REQUEST	7		Get Data	1686926893496	1686926893608	OK	 
REQUEST	40		Get Data	1686926893474	1686926893633	OK	 
REQUEST	46		Get Data	1686926893532	1686926893674	OK	 
REQUEST	70		Get Data	1686926892562	1686926893703	OK	 
REQUEST	12		Get Data	1686926893497	1686926893713	OK	 
REQUEST	26		Get Data	1686926893635	1686926893740	OK	 
REQUEST	18		Get Data	1686926893636	1686926893742	OK	 
REQUEST	27		Get Data	1686926893634	1686926893824	OK	 
REQUEST	58		Get Data	1686926892383	1686926893884	OK	 
REQUEST	65		Get Data	1686926893762	1686926893885	OK	 
REQUEST	66		Get Data	1686926892511	1686926893891	OK	 
REQUEST	89		Get Data	1686926892713	1686926894059	OK	 
REQUEST	31		Get Data	1686926894006	1686926894118	OK	 
REQUEST	28		Get Data	1686926894005	1686926894121	OK	 
REQUEST	35		Get Data	1686926894026	1686926894135	OK	 
REQUEST	22		Get Data	1686926894041	1686926894140	OK	 
REQUEST	30		Get Data	1686926894038	1686926894158	OK	 
REQUEST	14		Get Data	1686926894085	1686926894178	OK	 
REQUEST	20		Get Data	1686926894039	1686926894178	OK	 
REQUEST	38		Get Data	1686926894096	1686926894192	OK	 
REQUEST	8		Get Data	1686926894075	1686926894192	OK	 
REQUEST	32		Get Data	1686926894105	1686926894202	OK	 
REQUEST	43		Get Data	1686926894111	1686926894202	OK	 
REQUEST	50		Get Data	1686926894108	1686926894203	OK	 
REQUEST	52		Get Data	1686926894100	1686926894204	OK	 
REQUEST	44		Get Data	1686926894106	1686926894205	OK	 
REQUEST	5		Get Data	1686926894106	1686926894205	OK	 
REQUEST	16		Get Data	1686926894104	1686926894205	OK	 
REQUEST	81		Get Data	1686926894103	1686926894206	OK	 
REQUEST	29		Get Data	1686926894105	1686926894210	OK	 
REQUEST	2		Get Data	1686926894107	1686926894225	OK	 
REQUEST	34		Get Data	1686926894108	1686926894226	OK	 
REQUEST	25		Get Data	1686926894110	1686926894227	OK	 
REQUEST	73		Get Data	1686926894156	1686926894249	OK	 
REQUEST	41		Get Data	1686926894154	1686926894263	OK	 
REQUEST	42		Get Data	1686926894154	1686926894266	OK	 
REQUEST	24		Get Data	1686926894161	1686926894272	OK	 
REQUEST	33		Get Data	1686926894158	1686926894287	OK	 
REQUEST	36		Get Data	1686926894161	1686926894289	OK	 
REQUEST	72		Get Data	1686926894160	1686926894290	OK	 
REQUEST	51		Get Data	1686926894157	1686926894294	OK	 
REQUEST	17		Get Data	1686926894152	1686926894295	OK	 
REQUEST	21		Get Data	1686926894156	1686926894296	OK	 
REQUEST	49		Get Data	1686926894157	1686926894297	OK	 
REQUEST	88		Get Data	1686926894161	1686926894297	OK	 
REQUEST	47		Get Data	1686926894160	1686926894301	OK	 
REQUEST	62		Get Data	1686926894193	1686926894303	OK	 
REQUEST	1		Get Data	1686926894152	1686926894309	OK	 
REQUEST	19		Get Data	1686926894159	1686926894311	OK	 
REQUEST	94		Get Data	1686926894204	1686926894316	OK	 
REQUEST	9		Get Data	1686926894107	1686926894338	OK	 
REQUEST	55		Get Data	1686926894204	1686926894353	OK	 
REQUEST	68		Get Data	1686926894215	1686926894367	OK	 
REQUEST	87		Get Data	1686926894234	1686926894369	OK	 
REQUEST	10		Get Data	1686926894153	1686926894370	OK	 
REQUEST	39		Get Data	1686926894037	1686926894377	OK	 
REQUEST	93		Get Data	1686926894214	1686926894384	OK	 
REQUEST	92		Get Data	1686926894284	1686926894396	OK	 
REQUEST	76		Get Data	1686926894281	1686926894397	OK	 
REQUEST	69		Get Data	1686926894155	1686926894399	OK	 
REQUEST	79		Get Data	1686926894283	1686926894400	OK	 
REQUEST	45		Get Data	1686926894156	1686926894403	OK	 
REQUEST	100		Get Data	1686926894235	1686926894410	OK	 
REQUEST	85		Get Data	1686926894303	1686926894425	OK	 
REQUEST	98		Get Data	1686926894305	1686926894426	OK	 
REQUEST	77		Get Data	1686926894304	1686926894426	OK	 
REQUEST	75		Get Data	1686926894313	1686926894429	OK	 
REQUEST	99		Get Data	1686926894313	1686926894430	OK	 
REQUEST	67		Get Data	1686926894335	1686926894431	OK	 
REQUEST	91		Get Data	1686926894337	1686926894441	OK	 
REQUEST	71		Get Data	1686926894336	1686926894460	OK	 
REQUEST	61		Get Data	1686926894335	1686926894460	OK	 
REQUEST	63		Get Data	1686926894313	1686926894469	OK	 
REQUEST	90		Get Data	1686926894344	1686926894469	OK	 
