RUN	scala.simulations.Browser.GetDataSimulation	getdatasimulation	1686071031983	 	3.3.1
USER	Get Data Scenario	1	START	1686071033529	1686071033529
REQUEST	1		Get Data	1686071033558	1686071033972	OK	 
USER	Get Data Scenario	2	START	1686071034046	1686071034046
USER	Get Data Scenario	3	START	1686071034545	1686071034545
USER	Get Data Scenario	4	START	1686071035044	1686071035044
USER	Get Data Scenario	5	START	1686071035542	1686071035542
REQUEST	4		Get Data	1686071035046	1686071035795	OK	 
REQUEST	5		Get Data	1686071035544	1686071035818	OK	 
REQUEST	2		Get Data	1686071034047	1686071035818	OK	 
REQUEST	1		Get Data	1686071034999	1686071035979	OK	 
USER	Get Data Scenario	6	START	1686071036046	1686071036046
REQUEST	6		Get Data	1686071036047	1686071036454	OK	 
USER	Get Data Scenario	7	START	1686071036546	1686071036546
REQUEST	7		Get Data	1686071036548	1686071036741	OK	 
USER	Get Data Scenario	8	START	1686071037026	1686071037026
REQUEST	1		Get Data	1686071036966	1686071037075	OK	 
REQUEST	5		Get Data	1686071036827	1686071037157	OK	 
REQUEST	8		Get Data	1686071037028	1686071037409	OK	 
REQUEST	2		Get Data	1686071036827	1686071037447	OK	 
REQUEST	4		Get Data	1686071036825	1686071037488	OK	 
USER	Get Data Scenario	9	START	1686071037526	1686071037526
REQUEST	6		Get Data	1686071037466	1686071037658	OK	 
REQUEST	9		Get Data	1686071037528	1686071037741	OK	 
REQUEST	7		Get Data	1686071037758	1686071037919	OK	 
USER	Get Data Scenario	10	START	1686071038053	1686071038053
REQUEST	5		Get Data	1686071038166	1686071038436	OK	 
USER	Get Data Scenario	11	START	1686071038548	1686071038548
REQUEST	1		Get Data	1686071038087	1686071038894	OK	 
REQUEST	8		Get Data	1686071038427	1686071038977	OK	 
REQUEST	4		Get Data	1686071038471	1686071038983	OK	 
USER	Get Data Scenario	12	START	1686071039046	1686071039046
REQUEST	11		Get Data	1686071038550	1686071039130	OK	 
REQUEST	6		Get Data	1686071038657	1686071039131	OK	 
REQUEST	10		Get Data	1686071038054	1686071039526	OK	 
USER	Get Data Scenario	13	START	1686071039540	1686071039540
REQUEST	9		Get Data	1686071038750	1686071039574	OK	 
REQUEST	2		Get Data	1686071038471	1686071039595	OK	 
REQUEST	5		Get Data	1686071039437	1686071039637	OK	 
REQUEST	7		Get Data	1686071038938	1686071039638	OK	 
REQUEST	12		Get Data	1686071039048	1686071039639	OK	 
USER	Get Data Scenario	14	START	1686071040046	1686071040046
REQUEST	8		Get Data	1686071039981	1686071040315	OK	 
REQUEST	1		Get Data	1686071039886	1686071040346	OK	 
REQUEST	6		Get Data	1686071040137	1686071040433	OK	 
REQUEST	11		Get Data	1686071040154	1686071040434	OK	 
USER	Get Data Scenario	15	START	1686071040554	1686071040554
REQUEST	2		Get Data	1686071040586	1686071040694	OK	 
REQUEST	10		Get Data	1686071040555	1686071040742	OK	 
REQUEST	9		Get Data	1686071040586	1686071040790	OK	 
REQUEST	15		Get Data	1686071040555	1686071040819	OK	 
REQUEST	4		Get Data	1686071039982	1686071040875	OK	 
REQUEST	14		Get Data	1686071040047	1686071040910	OK	 
USER	Get Data Scenario	16	START	1686071041031	1686071041031
USER	Get Data Scenario	17	START	1686071041527	1686071041527
REQUEST	8		Get Data	1686071041310	1686071041622	OK	 
REQUEST	11		Get Data	1686071041437	1686071041643	OK	 
REQUEST	7		Get Data	1686071040631	1686071041952	OK	 
USER	Get Data Scenario	18	START	1686071042046	1686071042046
REQUEST	9		Get Data	1686071041797	1686071042059	OK	 
REQUEST	1		Get Data	1686071041356	1686071042071	OK	 
REQUEST	6		Get Data	1686071041450	1686071042230	OK	 
REQUEST	14		Get Data	1686071041935	1686071042270	OK	 
REQUEST	13		Get Data	1686071039542	1686071042322	OK	 
REQUEST	15		Get Data	1686071041840	1686071042351	OK	 
REQUEST	16		Get Data	1686071041032	1686071042432	OK	 
REQUEST	5		Get Data	1686071040646	1686071042460	OK	 
REQUEST	18		Get Data	1686071042047	1686071042461	OK	 
USER	Get Data Scenario	19	START	1686071042552	1686071042552
REQUEST	4		Get Data	1686071041887	1686071042711	OK	 
REQUEST	8		Get Data	1686071042616	1686071042802	OK	 
