RUN	scala.simulations.Browser.GetDataSimulation	getdatasimulation	1687289975062	 	3.3.1
USER	Get Data Scenario	1	START	1687289976840	1687289976840
USER	Get Data Scenario	3	START	1687289976840	1687289976840
USER	Get Data Scenario	2	START	1687289976840	1687289976840
USER	Get Data Scenario	5	START	1687289976864	1687289976864
USER	Get Data Scenario	4	START	1687289976864	1687289976864
USER	Get Data Scenario	7	START	1687289976877	1687289976877
USER	Get Data Scenario	6	START	1687289976877	1687289976877
USER	Get Data Scenario	9	START	1687289976893	1687289976893
USER	Get Data Scenario	8	START	1687289976893	1687289976893
USER	Get Data Scenario	10	START	1687289976894	1687289976894
USER	Get Data Scenario	11	START	1687289976896	1687289976896
USER	Get Data Scenario	12	START	1687289976909	1687289976909
USER	Get Data Scenario	13	START	1687289976909	1687289976909
USER	Get Data Scenario	15	START	1687289976923	1687289976923
USER	Get Data Scenario	14	START	1687289976923	1687289976923
USER	Get Data Scenario	16	START	1687289976924	1687289976924
USER	Get Data Scenario	17	START	1687289976925	1687289976925
USER	Get Data Scenario	19	START	1687289976939	1687289976939
USER	Get Data Scenario	18	START	1687289976939	1687289976939
USER	Get Data Scenario	21	START	1687289976944	1687289976944
USER	Get Data Scenario	20	START	1687289976944	1687289976944
USER	Get Data Scenario	22	START	1687289976954	1687289976954
USER	Get Data Scenario	23	START	1687289976954	1687289976954
USER	Get Data Scenario	24	START	1687289976969	1687289976969
USER	Get Data Scenario	25	START	1687289976969	1687289976969
USER	Get Data Scenario	27	START	1687289976974	1687289976974
USER	Get Data Scenario	26	START	1687289976974	1687289976974
USER	Get Data Scenario	28	START	1687289976984	1687289976984
USER	Get Data Scenario	29	START	1687289976984	1687289976984
USER	Get Data Scenario	30	START	1687289976999	1687289976999
USER	Get Data Scenario	31	START	1687289977000	1687289977000
USER	Get Data Scenario	32	START	1687289977004	1687289977004
USER	Get Data Scenario	33	START	1687289977005	1687289977005
USER	Get Data Scenario	34	START	1687289977034	1687289977034
USER	Get Data Scenario	35	START	1687289977036	1687289977036
USER	Get Data Scenario	39	START	1687289977037	1687289977037
USER	Get Data Scenario	36	START	1687289977037	1687289977037
USER	Get Data Scenario	38	START	1687289977041	1687289977041
USER	Get Data Scenario	37	START	1687289977042	1687289977042
USER	Get Data Scenario	41	START	1687289977046	1687289977046
USER	Get Data Scenario	40	START	1687289977046	1687289977046
USER	Get Data Scenario	42	START	1687289977109	1687289977109
USER	Get Data Scenario	44	START	1687289977110	1687289977110
USER	Get Data Scenario	45	START	1687289977110	1687289977110
USER	Get Data Scenario	46	START	1687289977111	1687289977111
USER	Get Data Scenario	43	START	1687289977109	1687289977109
USER	Get Data Scenario	53	START	1687289977112	1687289977112
USER	Get Data Scenario	50	START	1687289977113	1687289977113
USER	Get Data Scenario	48	START	1687289977113	1687289977113
USER	Get Data Scenario	47	START	1687289977112	1687289977112
USER	Get Data Scenario	52	START	1687289977113	1687289977113
USER	Get Data Scenario	49	START	1687289977113	1687289977113
USER	Get Data Scenario	51	START	1687289977124	1687289977124
USER	Get Data Scenario	54	START	1687289977142	1687289977142
USER	Get Data Scenario	55	START	1687289977145	1687289977145
USER	Get Data Scenario	56	START	1687289977145	1687289977145
USER	Get Data Scenario	58	START	1687289977146	1687289977146
USER	Get Data Scenario	57	START	1687289977146	1687289977146
USER	Get Data Scenario	60	START	1687289977151	1687289977151
USER	Get Data Scenario	59	START	1687289977151	1687289977151
USER	Get Data Scenario	61	START	1687289977152	1687289977152
USER	Get Data Scenario	62	START	1687289977181	1687289977181
USER	Get Data Scenario	64	START	1687289977183	1687289977183
USER	Get Data Scenario	63	START	1687289977183	1687289977183
USER	Get Data Scenario	65	START	1687289977194	1687289977194
USER	Get Data Scenario	66	START	1687289977204	1687289977204
USER	Get Data Scenario	67	START	1687289977205	1687289977205
USER	Get Data Scenario	68	START	1687289977207	1687289977207
USER	Get Data Scenario	69	START	1687289977207	1687289977207
USER	Get Data Scenario	70	START	1687289977214	1687289977214
USER	Get Data Scenario	71	START	1687289977219	1687289977219
USER	Get Data Scenario	73	START	1687289977220	1687289977220
USER	Get Data Scenario	72	START	1687289977220	1687289977220
USER	Get Data Scenario	74	START	1687289977224	1687289977224
USER	Get Data Scenario	75	START	1687289977224	1687289977224
USER	Get Data Scenario	79	START	1687289977245	1687289977245
USER	Get Data Scenario	78	START	1687289977245	1687289977245
USER	Get Data Scenario	76	START	1687289977245	1687289977245
USER	Get Data Scenario	77	START	1687289977245	1687289977245
USER	Get Data Scenario	83	START	1687289977266	1687289977266
USER	Get Data Scenario	82	START	1687289977266	1687289977266
USER	Get Data Scenario	80	START	1687289977266	1687289977266
USER	Get Data Scenario	81	START	1687289977266	1687289977266
USER	Get Data Scenario	86	START	1687289977292	1687289977292
USER	Get Data Scenario	84	START	1687289977292	1687289977292
USER	Get Data Scenario	87	START	1687289977292	1687289977292
USER	Get Data Scenario	85	START	1687289977292	1687289977292
USER	Get Data Scenario	88	START	1687289977296	1687289977296
USER	Get Data Scenario	89	START	1687289977296	1687289977296
USER	Get Data Scenario	90	START	1687289977322	1687289977322
USER	Get Data Scenario	91	START	1687289977322	1687289977322
USER	Get Data Scenario	92	START	1687289977323	1687289977323
USER	Get Data Scenario	93	START	1687289977323	1687289977323
USER	Get Data Scenario	95	START	1687289977326	1687289977326
USER	Get Data Scenario	94	START	1687289977326	1687289977326
USER	Get Data Scenario	98	START	1687289977352	1687289977352
USER	Get Data Scenario	97	START	1687289977352	1687289977352
USER	Get Data Scenario	96	START	1687289977352	1687289977352
USER	Get Data Scenario	99	START	1687289977353	1687289977353
USER	Get Data Scenario	100	START	1687289977354	1687289977354
USER	Get Data Scenario	101	START	1687289977354	1687289977354
USER	Get Data Scenario	102	START	1687289977382	1687289977382
USER	Get Data Scenario	103	START	1687289977382	1687289977382
USER	Get Data Scenario	104	START	1687289977383	1687289977383
USER	Get Data Scenario	105	START	1687289977383	1687289977383
USER	Get Data Scenario	106	START	1687289977384	1687289977384
USER	Get Data Scenario	107	START	1687289977384	1687289977384
USER	Get Data Scenario	109	START	1687289977396	1687289977396
