RUN	scala.simulations.Browser.GetDataSimulation	getdatasimulation	1686672220123	 	3.3.1
USER	Get Data Scenario	1	START	1686672221651	1686672221651
USER	Get Data Scenario	2	START	1686672221804	1686672221804
USER	Get Data Scenario	3	START	1686672221947	1686672221947
USER	Get Data Scenario	4	START	1686672222087	1686672222087
REQUEST	2		Get Data	1686672221805	1686672222072	OK	 
USER	Get Data Scenario	5	START	1686672222237	1686672222237
REQUEST	3		Get Data	1686672221949	1686672222265	OK	 
REQUEST	1		Get Data	1686672221685	1686672222334	OK	 
USER	Get Data Scenario	6	START	1686672222377	1686672222377
REQUEST	4		Get Data	1686672222089	1686672222422	OK	 
REQUEST	5		Get Data	1686672222238	1686672222493	OK	 
USER	Get Data Scenario	7	START	1686672222517	1686672222517
USER	Get Data Scenario	8	START	1686672222657	1686672222657
REQUEST	6		Get Data	1686672222379	1686672222697	OK	 
REQUEST	7		Get Data	1686672222519	1686672222700	OK	 
USER	Get Data Scenario	9	START	1686672222827	1686672222827
REQUEST	8		Get Data	1686672222659	1686672222908	OK	 
USER	Get Data Scenario	10	START	1686672222997	1686672222997
REQUEST	9		Get Data	1686672222829	1686672223115	OK	 
USER	Get Data Scenario	11	START	1686672223162	1686672223162
REQUEST	10		Get Data	1686672222998	1686672223246	OK	 
REQUEST	2		Get Data	1686672223102	1686672223322	OK	 
USER	Get Data Scenario	12	START	1686672223332	1686672223332
REQUEST	3		Get Data	1686672223288	1686672223387	OK	 
REQUEST	1		Get Data	1686672223349	1686672223451	OK	 
REQUEST	11		Get Data	1686672223164	1686672223464	OK	 
USER	Get Data Scenario	13	START	1686672223503	1686672223503
REQUEST	12		Get Data	1686672223334	1686672223514	OK	 
REQUEST	4		Get Data	1686672223442	1686672223542	OK	 
REQUEST	5		Get Data	1686672223508	1686672223609	OK	 
USER	Get Data Scenario	14	START	1686672223658	1686672223658
REQUEST	13		Get Data	1686672223504	1686672223698	OK	 
USER	Get Data Scenario	15	START	1686672223827	1686672223827
REQUEST	6		Get Data	1686672223708	1686672223878	OK	 
REQUEST	14		Get Data	1686672223660	1686672223913	OK	 
USER	Get Data Scenario	16	START	1686672223997	1686672223997
REQUEST	8		Get Data	1686672223920	1686672224048	OK	 
REQUEST	15		Get Data	1686672223828	1686672224053	OK	 
REQUEST	7		Get Data	1686672223720	1686672224102	OK	 
USER	Get Data Scenario	17	START	1686672224157	1686672224157
REQUEST	9		Get Data	1686672224123	1686672224220	OK	 
REQUEST	16		Get Data	1686672223998	1686672224244	OK	 
USER	Get Data Scenario	18	START	1686672224327	1686672224327
REQUEST	17		Get Data	1686672224159	1686672224343	OK	 
REQUEST	10		Get Data	1686672224264	1686672224362	OK	 
REQUEST	2		Get Data	1686672224326	1686672224424	OK	 
USER	Get Data Scenario	19	START	1686672224493	1686672224493
REQUEST	18		Get Data	1686672224328	1686672224520	OK	 
REQUEST	1		Get Data	1686672224448	1686672224549	OK	 
REQUEST	3		Get Data	1686672224388	1686672224554	OK	 
REQUEST	11		Get Data	1686672224479	1686672224578	OK	 
REQUEST	12		Get Data	1686672224528	1686672224624	OK	 
REQUEST	4		Get Data	1686672224540	1686672224635	OK	 
USER	Get Data Scenario	20	START	1686672224662	1686672224662
REQUEST	19		Get Data	1686672224494	1686672224682	OK	 
REQUEST	5		Get Data	1686672224617	1686672224714	OK	 
USER	Get Data Scenario	21	START	1686672224816	1686672224816
REQUEST	13		Get Data	1686672224709	1686672224817	OK	 
REQUEST	20		Get Data	1686672224664	1686672224841	OK	 
USER	Get Data Scenario	22	START	1686672224986	1686672224986
REQUEST	6		Get Data	1686672224894	1686672224993	OK	 
REQUEST	21		Get Data	1686672224818	1686672225011	OK	 
REQUEST	14		Get Data	1686672224928	1686672225025	OK	 
USER	Get Data Scenario	23	START	1686672225157	1686672225157
REQUEST	8		Get Data	1686672225065	1686672225162	OK	 
REQUEST	15		Get Data	1686672225068	1686672225168	OK	 
REQUEST	22		Get Data	1686672224987	1686672225169	OK	 
REQUEST	7		Get Data	1686672225098	1686672225194	OK	 
USER	Get Data Scenario	24	START	1686672225311	1686672225311
REQUEST	23		Get Data	1686672225158	1686672225338	OK	 
REQUEST	9		Get Data	1686672225240	1686672225337	OK	 
REQUEST	16		Get Data	1686672225265	1686672225432	OK	 
REQUEST	10		Get Data	1686672225375	1686672225481	OK	 
REQUEST	17		Get Data	1686672225359	1686672225481	OK	 
USER	Get Data Scenario	25	START	1686672225491	1686672225491
REQUEST	2		Get Data	1686672225416	1686672225521	OK	 
REQUEST	24		Get Data	1686672225312	1686672225569	OK	 
USER	Get Data Scenario	26	START	1686672225648	1686672225648
REQUEST	3		Get Data	1686672225551	1686672225650	OK	 
REQUEST	1		Get Data	1686672225552	1686672225653	OK	 
REQUEST	11		Get Data	1686672225582	1686672225691	OK	 
REQUEST	25		Get Data	1686672225493	1686672225695	OK	 
REQUEST	4		Get Data	1686672225649	1686672225753	OK	 
USER	Get Data Scenario	27	START	1686672225804	1686672225804
REQUEST	5		Get Data	1686672225710	1686672225843	OK	 
REQUEST	26		Get Data	1686672225650	1686672225861	OK	 
REQUEST	12		Get Data	1686672225633	1686672225870	OK	 
REQUEST	19		Get Data	1686672225698	1686672225887	OK	 
REQUEST	18		Get Data	1686672225530	1686672225903	OK	 
REQUEST	13		Get Data	1686672225836	1686672225945	OK	 
USER	Get Data Scenario	28	START	1686672225947	1686672225947
REQUEST	27		Get Data	1686672225804	1686672225980	OK	 
REQUEST	20		Get Data	1686672225850	1686672226018	OK	 
USER	Get Data Scenario	29	START	1686672226087	1686672226087
REQUEST	6		Get Data	1686672225991	1686672226090	OK	 
REQUEST	21		Get Data	1686672226038	1686672226134	OK	 
REQUEST	14		Get Data	1686672226038	1686672226142	OK	 
REQUEST	28		Get Data	1686672225948	1686672226206	OK	 
USER	Get Data Scenario	30	START	1686672226236	1686672226236
REQUEST	8		Get Data	1686672226160	1686672226257	OK	 
REQUEST	15		Get Data	1686672226176	1686672226275	OK	 
REQUEST	22		Get Data	1686672226178	1686672226277	OK	 
