RUN	scala.simulations.Browser.GetDataSimulation	getdatasimulation	1690984936089	 	3.3.1
USER	Get Data Scenario	2	START	1690984937417	1690984937417
USER	Get Data Scenario	1	START	1690984937417	1690984937417
USER	Get Data Scenario	10	START	1690984937418	1690984937418
USER	Get Data Scenario	7	START	1690984937418	1690984937418
USER	Get Data Scenario	8	START	1690984937418	1690984937418
USER	Get Data Scenario	6	START	1690984937418	1690984937418
USER	Get Data Scenario	5	START	1690984937418	1690984937418
USER	Get Data Scenario	3	START	1690984937418	1690984937418
USER	Get Data Scenario	9	START	1690984937418	1690984937418
USER	Get Data Scenario	4	START	1690984937418	1690984937418
REQUEST	3		Get Data	1690984937462	1690984938091	OK	 
REQUEST	6		Get Data	1690984937460	1690984938143	OK	 
REQUEST	8		Get Data	1690984937461	1690984938164	OK	 
REQUEST	1		Get Data	1690984937462	1690984938243	OK	 
REQUEST	7		Get Data	1690984937464	1690984938243	OK	 
REQUEST	9		Get Data	1690984937465	1690984938244	OK	 
REQUEST	4		Get Data	1690984937463	1690984938259	OK	 
REQUEST	10		Get Data	1690984937463	1690984938296	OK	 
REQUEST	5		Get Data	1690984937464	1690984938304	OK	 
REQUEST	2		Get Data	1690984937461	1690984938343	OK	 
REQUEST	3		Get Data	1690984939114	1690984939272	OK	 
REQUEST	6		Get Data	1690984939161	1690984939307	OK	 
REQUEST	8		Get Data	1690984939176	1690984939321	OK	 
REQUEST	9		Get Data	1690984939258	1690984939393	OK	 
REQUEST	7		Get Data	1690984939256	1690984939407	OK	 
REQUEST	4		Get Data	1690984939287	1690984939428	OK	 
REQUEST	1		Get Data	1690984939257	1690984939451	OK	 
REQUEST	5		Get Data	1690984939317	1690984939493	OK	 
REQUEST	2		Get Data	1690984939364	1690984939561	OK	 
REQUEST	10		Get Data	1690984939318	1690984939581	OK	 
REQUEST	3		Get Data	1690984940270	1690984940436	OK	 
REQUEST	6		Get Data	1690984940314	1690984940488	OK	 
REQUEST	8		Get Data	1690984940330	1690984940488	OK	 
REQUEST	9		Get Data	1690984940394	1690984940587	OK	 
REQUEST	4		Get Data	1690984940430	1690984940629	OK	 
REQUEST	7		Get Data	1690984940425	1690984940657	OK	 
REQUEST	1		Get Data	1690984940457	1690984940673	OK	 
REQUEST	5		Get Data	1690984940503	1690984940677	OK	 
REQUEST	2		Get Data	1690984940550	1690984940712	OK	 
REQUEST	10		Get Data	1690984940595	1690984940830	OK	 
REQUEST	3		Get Data	1690984941441	1690984941663	OK	 
REQUEST	8		Get Data	1690984941498	1690984941684	OK	 
REQUEST	6		Get Data	1690984941499	1690984941686	OK	 
