RUN	scala.simulations.Browser.GetDataSimulation	getdatasimulation	1686774677416	 	3.3.1
USER	Get Data Scenario	1	START	1686774682533	1686774682533
USER	Get Data Scenario	2	START	1686774682661	1686774682661
USER	Get Data Scenario	3	START	1686774682822	1686774682822
USER	Get Data Scenario	4	START	1686774682952	1686774682952
USER	Get Data Scenario	5	START	1686774683099	1686774683099
USER	Get Data Scenario	6	START	1686774683235	1686774683235
USER	Get Data Scenario	7	START	1686774683399	1686774683399
USER	Get Data Scenario	8	START	1686774683566	1686774683566
REQUEST	4		Get Data	1686774682956	1686774683339	OK	 
REQUEST	1		Get Data	1686774682695	1686774683388	OK	 
REQUEST	5		Get Data	1686774683101	1686774683419	OK	 
REQUEST	6		Get Data	1686774683237	1686774683654	OK	 
USER	Get Data Scenario	9	START	1686774683696	1686774683696
REQUEST	3		Get Data	1686774682827	1686774683339	OK	 
USER	Get Data Scenario	10	START	1686774683868	1686774683868
USER	Get Data Scenario	11	START	1686774684029	1686774684029
USER	Get Data Scenario	12	START	1686774684179	1686774684179
REQUEST	9		Get Data	1686774683753	1686774684196	OK	 
REQUEST	11		Get Data	1686774684032	1686774684312	OK	 
USER	Get Data Scenario	13	START	1686774684350	1686774684350
USER	Get Data Scenario	14	START	1686774684519	1686774684519
REQUEST	3		Get Data	1686774684370	1686774684528	OK	 
REQUEST	5		Get Data	1686774684488	1686774684619	OK	 
REQUEST	1		Get Data	1686774684458	1686774684619	OK	 
USER	Get Data Scenario	15	START	1686774684659	1686774684659
USER	Get Data Scenario	16	START	1686774684826	1686774684826
USER	Get Data Scenario	17	START	1686774684996	1686774684996
REQUEST	16		Get Data	1686774684828	1686774685050	OK	 
USER	Get Data Scenario	18	START	1686774685166	1686774685166
REQUEST	17		Get Data	1686774684998	1686774685281	OK	 
USER	Get Data Scenario	19	START	1686774685320	1686774685320
REQUEST	9		Get Data	1686774685223	1686774685341	OK	 
REQUEST	11		Get Data	1686774685321	1686774685466	OK	 
USER	Get Data Scenario	20	START	1686774685489	1686774685489
USER	Get Data Scenario	21	START	1686774685659	1686774685659
REQUEST	3		Get Data	1686774685536	1686774685664	OK	 
USER	Get Data Scenario	22	START	1686774685819	1686774685819
REQUEST	21		Get Data	1686774685661	1686774685865	OK	 
USER	Get Data Scenario	23	START	1686774685984	1686774685984
REQUEST	22		Get Data	1686774685821	1686774686037	OK	 
USER	Get Data Scenario	24	START	1686774686155	1686774686155
REQUEST	23		Get Data	1686774685986	1686774686208	OK	 
USER	Get Data Scenario	25	START	1686774686324	1686774686324
USER	Get Data Scenario	26	START	1686774686481	1686774686481
REQUEST	9		Get Data	1686774686341	1686774686518	OK	 
REQUEST	25		Get Data	1686774686326	1686774686544	OK	 
