RUN	scala.simulations.Browser.GetDataSimulation	getdatasimulation	1686670065025	 	3.3.1
USER	Get Data Scenario	1	START	1686670066571	1686670066571
USER	Get Data Scenario	2	START	1686670066716	1686670066716
USER	Get Data Scenario	3	START	1686670066870	1686670066870
USER	Get Data Scenario	4	START	1686670067008	1686670067008
USER	Get Data Scenario	5	START	1686670067146	1686670067146
REQUEST	2		Get Data	1686670066717	1686670067130	OK	 
REQUEST	3		Get Data	1686670066872	1686670067230	OK	 
USER	Get Data Scenario	6	START	1686670067301	1686670067301
USER	Get Data Scenario	7	START	1686670067440	1686670067440
REQUEST	1		Get Data	1686670066611	1686670067447	OK	 
REQUEST	4		Get Data	1686670067009	1686670067467	OK	 
USER	Get Data Scenario	8	START	1686670067578	1686670067578
REQUEST	6		Get Data	1686670067303	1686670067662	OK	 
REQUEST	5		Get Data	1686670067147	1686670067700	OK	 
USER	Get Data Scenario	9	START	1686670067750	1686670067750
REQUEST	7		Get Data	1686670067441	1686670067766	OK	 
REQUEST	8		Get Data	1686670067580	1686670067887	OK	 
USER	Get Data Scenario	10	START	1686670067903	1686670067903
USER	Get Data Scenario	11	START	1686670068073	1686670068073
REQUEST	10		Get Data	1686670067904	1686670068109	OK	 
REQUEST	9		Get Data	1686670067753	1686670068146	OK	 
USER	Get Data Scenario	12	START	1686670068245	1686670068245
REQUEST	2		Get Data	1686670068154	1686670068259	OK	 
REQUEST	11		Get Data	1686670068074	1686670068352	OK	 
REQUEST	3		Get Data	1686670068246	1686670068368	OK	 
USER	Get Data Scenario	13	START	1686670068413	1686670068413
REQUEST	12		Get Data	1686670068246	1686670068522	OK	 
USER	Get Data Scenario	14	START	1686670068583	1686670068583
REQUEST	1		Get Data	1686670068464	1686670068634	OK	 
REQUEST	13		Get Data	1686670068414	1686670068694	OK	 
REQUEST	4		Get Data	1686670068475	1686670068725	OK	 
USER	Get Data Scenario	15	START	1686670068752	1686670068752
REQUEST	14		Get Data	1686670068584	1686670068795	OK	 
REQUEST	6		Get Data	1686670068675	1686670068805	OK	 
REQUEST	5		Get Data	1686670068722	1686670068917	OK	 
USER	Get Data Scenario	16	START	1686670068921	1686670068921
REQUEST	8		Get Data	1686670068907	1686670069057	OK	 
USER	Get Data Scenario	17	START	1686670069092	1686670069092
USER	Get Data Scenario	18	START	1686670069249	1686670069249
REQUEST	15		Get Data	1686670068753	1686670069267	OK	 
REQUEST	7		Get Data	1686670068784	1686670069277	OK	 
REQUEST	9		Get Data	1686670069156	1686670069339	OK	 
REQUEST	17		Get Data	1686670069093	1686670069346	OK	 
REQUEST	16		Get Data	1686670068922	1686670069346	OK	 
REQUEST	2		Get Data	1686670069250	1686670069367	OK	 
USER	Get Data Scenario	19	START	1686670069417	1686670069417
REQUEST	10		Get Data	1686670069124	1686670069444	OK	 
REQUEST	11		Get Data	1686670069372	1686670069555	OK	 
REQUEST	3		Get Data	1686670069374	1686670069586	OK	 
USER	Get Data Scenario	20	START	1686670069586	1686670069586
REQUEST	19		Get Data	1686670069419	1686670069683	OK	 
REQUEST	18		Get Data	1686670069251	1686670069724	OK	 
REQUEST	12		Get Data	1686670069526	1686670069742	OK	 
USER	Get Data Scenario	21	START	1686670069743	1686670069743
REQUEST	1		Get Data	1686670069648	1686670069751	OK	 
REQUEST	20		Get Data	1686670069587	1686670069775	OK	 
REQUEST	13		Get Data	1686670069714	1686670069832	OK	 
REQUEST	4		Get Data	1686670069744	1686670069859	OK	 
USER	Get Data Scenario	22	START	1686670069913	1686670069913
REQUEST	14		Get Data	1686670069804	1686670069920	OK	 
REQUEST	21		Get Data	1686670069744	1686670069939	OK	 
REQUEST	6		Get Data	1686670069817	1686670069968	OK	 
REQUEST	5		Get Data	1686670069909	1686670070025	OK	 
USER	Get Data Scenario	23	START	1686670070078	1686670070078
REQUEST	22		Get Data	1686670069914	1686670070147	OK	 
REQUEST	8		Get Data	1686670070049	1686670070193	OK	 
USER	Get Data Scenario	24	START	1686670070247	1686670070247
REQUEST	23		Get Data	1686670070079	1686670070279	OK	 
REQUEST	7		Get Data	1686670070279	1686670070386	OK	 
REQUEST	15		Get Data	1686670070284	1686670070415	OK	 
USER	Get Data Scenario	25	START	1686670070418	1686670070418
REQUEST	2		Get Data	1686670070373	1686670070491	OK	 
REQUEST	9		Get Data	1686670070344	1686670070514	OK	 
REQUEST	17		Get Data	1686670070372	1686670070514	OK	 
USER	Get Data Scenario	26	START	1686670070573	1686670070573
REQUEST	10		Get Data	1686670070450	1686670070619	OK	 
REQUEST	24		Get Data	1686670070248	1686670070624	OK	 
REQUEST	25		Get Data	1686670070419	1686670070689	OK	 
USER	Get Data Scenario	27	START	1686670070713	1686670070713
REQUEST	3		Get Data	1686670070603	1686670070764	OK	 
REQUEST	19		Get Data	1686670070713	1686670070854	OK	 
USER	Get Data Scenario	28	START	1686670070867	1686670070867
REQUEST	18		Get Data	1686670070745	1686670070886	OK	 
REQUEST	26		Get Data	1686670070574	1686670070905	OK	 
REQUEST	12		Get Data	1686670070764	1686670070935	OK	 
REQUEST	1		Get Data	1686670070745	1686670070934	OK	 
REQUEST	16		Get Data	1686670070373	1686670070939	OK	 
REQUEST	4		Get Data	1686670070852	1686670070969	OK	 
USER	Get Data Scenario	29	START	1686670071005	1686670071005
REQUEST	20		Get Data	1686670070795	1686670071083	OK	 
REQUEST	11		Get Data	1686670070557	1686670071083	OK	 
REQUEST	13		Get Data	1686670070836	1686670071084	OK	 
REQUEST	27		Get Data	1686670070714	1686670071084	OK	 
REQUEST	6		Get Data	1686670070959	1686670071123	OK	 
REQUEST	21		Get Data	1686670070944	1686670071143	OK	 
USER	Get Data Scenario	30	START	1686670071143	1686670071143
REQUEST	28		Get Data	1686670070868	1686670071227	OK	 
REQUEST	14		Get Data	1686670070944	1686670071227	OK	 
REQUEST	22		Get Data	1686670071164	1686670071278	OK	 
REQUEST	29		Get Data	1686670071006	1686670071280	OK	 
USER	Get Data Scenario	31	START	1686670071298	1686670071298
REQUEST	30		Get Data	1686670071144	1686670071340	OK	 
REQUEST	8		Get Data	1686670071194	1686670071367	OK	 
USER	Get Data Scenario	32	START	1686670071438	1686670071438
REQUEST	5		Get Data	1686670071024	1686670071463	OK	 
