RUN	scala.simulations.Browser.GetDataSimulation	getdatasimulation	1686151192530	 	3.3.1
USER	Get Data Scenario	1	START	1686151194559	1686151194559
USER	Get Data Scenario	2	START	1686151194559	1686151194559
USER	Get Data Scenario	4	START	1686151194585	1686151194585
USER	Get Data Scenario	3	START	1686151194585	1686151194585
USER	Get Data Scenario	5	START	1686151194597	1686151194597
USER	Get Data Scenario	6	START	1686151194597	1686151194597
USER	Get Data Scenario	7	START	1686151194612	1686151194612
USER	Get Data Scenario	8	START	1686151194612	1686151194612
USER	Get Data Scenario	9	START	1686151194614	1686151194614
USER	Get Data Scenario	10	START	1686151194614	1686151194614
USER	Get Data Scenario	11	START	1686151194628	1686151194628
USER	Get Data Scenario	12	START	1686151194628	1686151194628
USER	Get Data Scenario	14	START	1686151194644	1686151194644
USER	Get Data Scenario	13	START	1686151194644	1686151194644
USER	Get Data Scenario	15	START	1686151194646	1686151194646
USER	Get Data Scenario	16	START	1686151194649	1686151194649
USER	Get Data Scenario	17	START	1686151194655	1686151194655
USER	Get Data Scenario	18	START	1686151194655	1686151194655
USER	Get Data Scenario	21	START	1686151194674	1686151194674
USER	Get Data Scenario	19	START	1686151194674	1686151194674
USER	Get Data Scenario	20	START	1686151194674	1686151194674
USER	Get Data Scenario	22	START	1686151194675	1686151194675
USER	Get Data Scenario	23	START	1686151194690	1686151194690
USER	Get Data Scenario	24	START	1686151194690	1686151194690
USER	Get Data Scenario	25	START	1686151194694	1686151194694
USER	Get Data Scenario	26	START	1686151194695	1686151194695
USER	Get Data Scenario	28	START	1686151194721	1686151194721
USER	Get Data Scenario	30	START	1686151194722	1686151194722
USER	Get Data Scenario	27	START	1686151194721	1686151194721
USER	Get Data Scenario	29	START	1686151194721	1686151194721
USER	Get Data Scenario	31	START	1686151194724	1686151194724
USER	Get Data Scenario	32	START	1686151194726	1686151194726
USER	Get Data Scenario	34	START	1686151194750	1686151194750
USER	Get Data Scenario	33	START	1686151194750	1686151194750
USER	Get Data Scenario	36	START	1686151194750	1686151194750
USER	Get Data Scenario	35	START	1686151194750	1686151194750
USER	Get Data Scenario	38	START	1686151194754	1686151194754
USER	Get Data Scenario	37	START	1686151194754	1686151194754
USER	Get Data Scenario	39	START	1686151194766	1686151194766
USER	Get Data Scenario	40	START	1686151194766	1686151194766
USER	Get Data Scenario	42	START	1686151194781	1686151194781
USER	Get Data Scenario	41	START	1686151194781	1686151194781
USER	Get Data Scenario	43	START	1686151194784	1686151194784
USER	Get Data Scenario	44	START	1686151194784	1686151194784
USER	Get Data Scenario	46	START	1686151194796	1686151194796
USER	Get Data Scenario	45	START	1686151194796	1686151194796
USER	Get Data Scenario	47	START	1686151194812	1686151194812
USER	Get Data Scenario	48	START	1686151194812	1686151194812
USER	Get Data Scenario	49	START	1686151194814	1686151194814
USER	Get Data Scenario	50	START	1686151194819	1686151194819
USER	Get Data Scenario	51	START	1686151194826	1686151194826
USER	Get Data Scenario	52	START	1686151194827	1686151194827
USER	Get Data Scenario	53	START	1686151194845	1686151194845
USER	Get Data Scenario	54	START	1686151194846	1686151194846
USER	Get Data Scenario	56	START	1686151194847	1686151194847
USER	Get Data Scenario	55	START	1686151194847	1686151194847
USER	Get Data Scenario	58	START	1686151194857	1686151194857
USER	Get Data Scenario	57	START	1686151194857	1686151194857
USER	Get Data Scenario	59	START	1686151194873	1686151194873
USER	Get Data Scenario	60	START	1686151194873	1686151194873
USER	Get Data Scenario	61	START	1686151194876	1686151194876
USER	Get Data Scenario	62	START	1686151194878	1686151194878
REQUEST	4		Get Data	1686151194595	1686151194816	OK	 
REQUEST	3		Get Data	1686151194594	1686151194820	OK	 
REQUEST	5		Get Data	1686151194598	1686151194815	OK	 
REQUEST	7		Get Data	1686151194614	1686151194823	OK	 
REQUEST	1		Get Data	1686151194593	1686151194818	OK	 
REQUEST	2		Get Data	1686151194591	1686151194816	OK	 
REQUEST	17		Get Data	1686151194657	1686151194897	OK	 
USER	Get Data Scenario	63	START	1686151194905	1686151194905
USER	Get Data Scenario	65	START	1686151194906	1686151194906
USER	Get Data Scenario	66	START	1686151194906	1686151194906
