RUN	scala.simulations.Browser.GetDataSimulation	getdatasimulation	1690992822036	 	3.3.1
USER	Get Data Scenario	1	START	1690992823438	1690992823438
USER	Get Data Scenario	2	START	1690992823970	1690992823970
REQUEST	1		Get Data	1690992823484	1690992823933	OK	 
REQUEST	2		Get Data	1690992823971	1690992824260	OK	 
USER	Get Data Scenario	3	START	1690992824472	1690992824472
REQUEST	3		Get Data	1690992824474	1690992824757	OK	 
USER	Get Data Scenario	4	START	1690992824964	1690992824964
REQUEST	1		Get Data	1690992824963	1690992825087	OK	 
REQUEST	4		Get Data	1690992824965	1690992825208	OK	 
REQUEST	2		Get Data	1690992825274	1690992825395	OK	 
USER	Get Data Scenario	5	START	1690992825472	1690992825472
REQUEST	5		Get Data	1690992825473	1690992825720	OK	 
REQUEST	3		Get Data	1690992825768	1690992825888	OK	 
REQUEST	1		Get Data	1690992826095	1690992826206	OK	 
REQUEST	4		Get Data	1690992826234	1690992826357	OK	 
USER	Get Data Scenario	6	START	1690992826454	1690992826454
REQUEST	2		Get Data	1690992826406	1690992826536	OK	 
REQUEST	6		Get Data	1690992826455	1690992826687	OK	 
REQUEST	5		Get Data	1690992826733	1690992826899	OK	 
USER	Get Data Scenario	7	START	1690992826934	1690992826934
REQUEST	3		Get Data	1690992826888	1690992827013	OK	 
REQUEST	7		Get Data	1690992826935	1690992827166	OK	 
REQUEST	1		Get Data	1690992827199	1690992827321	OK	 
USER	Get Data Scenario	8	START	1690992827434	1690992827434
REQUEST	4		Get Data	1690992827355	1690992827477	OK	 
REQUEST	2		Get Data	1690992827545	1690992827678	OK	 
REQUEST	8		Get Data	1690992827435	1690992827785	OK	 
REQUEST	6		Get Data	1690992827711	1690992827848	OK	 
USER	Get Data Scenario	9	START	1690992827957	1690992827957
REQUEST	5		Get Data	1690992827898	1690992828042	OK	 
REQUEST	3		Get Data	1690992828035	1690992828151	OK	 
REQUEST	9		Get Data	1690992827959	1690992828236	OK	 
REQUEST	7		Get Data	1690992828189	1690992828309	OK	 
REQUEST	1		Get Data	1690992828312	1690992828438	OK	 
USER	Get Data Scenario	10	START	1690992828454	1690992828454
REQUEST	4		Get Data	1690992828482	1690992828598	OK	 
REQUEST	10		Get Data	1690992828455	1690992828712	OK	 
REQUEST	2		Get Data	1690992828655	1690992828785	OK	 
REQUEST	8		Get Data	1690992828805	1690992828930	OK	 
REQUEST	6		Get Data	1690992828836	1690992828985	OK	 
REQUEST	5		Get Data	1690992829053	1690992829174	OK	 
REQUEST	3		Get Data	1690992829134	1690992829240	OK	 
REQUEST	9		Get Data	1690992829257	1690992829393	OK	 
REQUEST	7		Get Data	1690992829304	1690992829429	OK	 
USER	Get Data Scenario	11	START	1690992829443	1690992829443
REQUEST	1		Get Data	1690992829445	1690992829568	OK	 
REQUEST	11		Get Data	1690992829444	1690992829695	OK	 
REQUEST	4		Get Data	1690992829584	1690992829703	OK	 
REQUEST	2		Get Data	1690992829799	1690992829934	OK	 
USER	Get Data Scenario	12	START	1690992829953	1690992829953
REQUEST	8		Get Data	1690992829925	1690992830063	OK	 
REQUEST	6		Get Data	1690992830000	1690992830133	OK	 
REQUEST	12		Get Data	1690992829954	1690992830192	OK	 
REQUEST	10		Get Data	1690992829722	1690992830229	OK	 
REQUEST	5		Get Data	1690992830170	1690992830305	OK	 
REQUEST	3		Get Data	1690992830234	1690992830364	OK	 
USER	Get Data Scenario	13	START	1690992830454	1690992830454
REQUEST	9		Get Data	1690992830388	1690992830511	OK	 
REQUEST	7		Get Data	1690992830434	1690992830552	OK	 
REQUEST	1		Get Data	1690992830574	1690992830692	OK	 
REQUEST	13		Get Data	1690992830455	1690992830703	OK	 
REQUEST	11		Get Data	1690992830714	1690992830830	OK	 
REQUEST	4		Get Data	1690992830712	1690992830835	OK	 
USER	Get Data Scenario	14	START	1690992830960	1690992830960
REQUEST	2		Get Data	1690992830930	1690992831065	OK	 
REQUEST	8		Get Data	1690992831055	1690992831172	OK	 
REQUEST	14		Get Data	1690992830962	1690992831180	OK	 
REQUEST	6		Get Data	1690992831132	1690992831245	OK	 
REQUEST	12		Get Data	1690992831210	1690992831335	OK	 
REQUEST	10		Get Data	1690992831241	1690992831372	OK	 
REQUEST	5		Get Data	1690992831305	1690992831425	OK	 
USER	Get Data Scenario	15	START	1690992831458	1690992831458
REQUEST	3		Get Data	1690992831383	1690992831493	OK	 
REQUEST	9		Get Data	1690992831505	1690992831614	OK	 
REQUEST	15		Get Data	1690992831459	1690992831711	OK	 
REQUEST	7		Get Data	1690992831552	1690992831716	OK	 
REQUEST	1		Get Data	1690992831690	1690992831805	OK	 
REQUEST	13		Get Data	1690992831721	1690992831834	OK	 
REQUEST	11		Get Data	1690992831830	1690992831938	OK	 
REQUEST	4		Get Data	1690992831834	1690992831957	OK	 
REQUEST	2		Get Data	1690992832064	1690992832175	OK	 
REQUEST	8		Get Data	1690992832187	1690992832351	OK	 
REQUEST	14		Get Data	1690992832203	1690992832359	OK	 
REQUEST	6		Get Data	1690992832249	1690992832407	OK	 
USER	Get Data Scenario	16	START	1690992832454	1690992832454
REQUEST	12		Get Data	1690992832344	1690992832467	OK	 
REQUEST	10		Get Data	1690992832374	1690992832488	OK	 
REQUEST	5		Get Data	1690992832424	1690992832582	OK	 
REQUEST	3		Get Data	1690992832499	1690992832605	OK	 
REQUEST	16		Get Data	1690992832455	1690992832671	OK	 
REQUEST	9		Get Data	1690992832638	1690992832775	OK	 
REQUEST	7		Get Data	1690992832704	1690992832828	OK	 
REQUEST	15		Get Data	1690992832731	1690992832850	OK	 
REQUEST	1		Get Data	1690992832794	1690992832916	OK	 
USER	Get Data Scenario	17	START	1690992832934	1690992832934
REQUEST	13		Get Data	1690992832844	1690992832954	OK	 
REQUEST	11		Get Data	1690992832934	1690992833050	OK	 
REQUEST	4		Get Data	1690992832964	1690992833087	OK	 
REQUEST	17		Get Data	1690992832934	1690992833160	OK	 
REQUEST	2		Get Data	1690992833184	1690992833322	OK	 
USER	Get Data Scenario	18	START	1690992833442	1690992833442
REQUEST	14		Get Data	1690992833365	1690992833483	OK	 
REQUEST	8		Get Data	1690992833354	1690992833483	OK	 
REQUEST	6		Get Data	1690992833411	1690992833571	OK	 
REQUEST	10		Get Data	1690992833489	1690992833629	OK	 
REQUEST	12		Get Data	1690992833474	1690992833630	OK	 
REQUEST	18		Get Data	1690992833443	1690992833666	OK	 
REQUEST	5		Get Data	1690992833584	1690992833699	OK	 
REQUEST	3		Get Data	1690992833617	1690992833730	OK	 
REQUEST	16		Get Data	1690992833694	1690992833809	OK	 
REQUEST	9		Get Data	1690992833754	1690992833869	OK	 
USER	Get Data Scenario	19	START	1690992833939	1690992833939
REQUEST	7		Get Data	1690992833848	1690992833959	OK	 
REQUEST	15		Get Data	1690992833848	1690992833959	OK	 
REQUEST	1		Get Data	1690992833924	1690992834041	OK	 
REQUEST	13		Get Data	1690992833944	1690992834068	OK	 
REQUEST	19		Get Data	1690992833940	1690992834170	OK	 
REQUEST	11		Get Data	1690992834063	1690992834174	OK	 
REQUEST	4		Get Data	1690992834093	1690992834205	OK	 
REQUEST	17		Get Data	1690992834172	1690992834289	OK	 
REQUEST	2		Get Data	1690992834314	1690992834429	OK	 
USER	Get Data Scenario	20	START	1690992834434	1690992834434
REQUEST	8		Get Data	1690992834480	1690992834615	OK	 
REQUEST	14		Get Data	1690992834480	1690992834632	OK	 
REQUEST	20		Get Data	1690992834435	1690992834667	OK	 
REQUEST	6		Get Data	1690992834573	1690992834693	OK	 
REQUEST	12		Get Data	1690992834604	1690992834716	OK	 
REQUEST	10		Get Data	1690992834618	1690992834732	OK	 
REQUEST	18		Get Data	1690992834684	1690992834800	OK	 
REQUEST	3		Get Data	1690992834712	1690992834832	OK	 
REQUEST	5		Get Data	1690992834712	1690992834834	OK	 
REQUEST	16		Get Data	1690992834807	1690992834917	OK	 
REQUEST	9		Get Data	1690992834885	1690992835004	OK	 
REQUEST	15		Get Data	1690992834964	1690992835082	OK	 
REQUEST	7		Get Data	1690992834963	1690992835086	OK	 
REQUEST	1		Get Data	1690992835039	1690992835153	OK	 
REQUEST	13		Get Data	1690992835074	1690992835188	OK	 
REQUEST	11		Get Data	1690992835178	1690992835297	OK	 
REQUEST	19		Get Data	1690992835178	1690992835300	OK	 
REQUEST	4		Get Data	1690992835194	1690992835307	OK	 
REQUEST	17		Get Data	1690992835301	1690992835411	OK	 
USER	Get Data Scenario	21	START	1690992835457	1690992835457
REQUEST	2		Get Data	1690992835442	1690992835558	OK	 
REQUEST	21		Get Data	1690992835458	1690992835684	OK	 
REQUEST	14		Get Data	1690992835614	1690992835735	OK	 
REQUEST	8		Get Data	1690992835614	1690992835740	OK	 
REQUEST	20		Get Data	1690992835692	1690992835810	OK	 
REQUEST	6		Get Data	1690992835691	1690992835811	OK	 
REQUEST	12		Get Data	1690992835738	1690992835854	OK	 
REQUEST	10		Get Data	1690992835738	1690992835857	OK	 
REQUEST	18		Get Data	1690992835804	1690992835922	OK	 
USER	Get Data Scenario	22	START	1690992835939	1690992835939
REQUEST	3		Get Data	1690992835830	1690992835944	OK	 
REQUEST	5		Get Data	1690992835831	1690992835948	OK	 
REQUEST	16		Get Data	1690992835924	1690992836031	OK	 
REQUEST	9		Get Data	1690992836001	1690992836116	OK	 
REQUEST	22		Get Data	1690992835940	1690992836183	OK	 
REQUEST	15		Get Data	1690992836079	1690992836189	OK	 
REQUEST	7		Get Data	1690992836078	1690992836201	OK	 
REQUEST	1		Get Data	1690992836144	1690992836252	OK	 
REQUEST	13		Get Data	1690992836174	1690992836305	OK	 
REQUEST	11		Get Data	1690992836282	1690992836399	OK	 
REQUEST	19		Get Data	1690992836313	1690992836434	OK	 
USER	Get Data Scenario	23	START	1690992836436	1690992836436
REQUEST	4		Get Data	1690992836312	1690992836439	OK	 
REQUEST	17		Get Data	1690992836394	1690992836557	OK	 
REQUEST	23		Get Data	1690992836437	1690992836704	OK	 
REQUEST	2		Get Data	1690992836561	1690992836704	OK	 
REQUEST	21		Get Data	1690992836703	1690992836825	OK	 
REQUEST	14		Get Data	1690992836750	1690992836872	OK	 
REQUEST	8		Get Data	1690992836750	1690992836872	OK	 
REQUEST	20		Get Data	1690992836814	1690992836925	OK	 
REQUEST	6		Get Data	1690992836814	1690992836927	OK	 
USER	Get Data Scenario	24	START	1690992836952	1690992836952
REQUEST	10		Get Data	1690992836860	1690992836968	OK	 
REQUEST	12		Get Data	1690992836844	1690992836975	OK	 
REQUEST	18		Get Data	1690992836907	1690992837022	OK	 
REQUEST	3		Get Data	1690992836953	1690992837065	OK	 
REQUEST	5		Get Data	1690992836953	1690992837113	OK	 
REQUEST	16		Get Data	1690992837015	1690992837132	OK	 
REQUEST	24		Get Data	1690992836953	1690992837182	OK	 
REQUEST	9		Get Data	1690992837122	1690992837254	OK	 
REQUEST	7		Get Data	1690992837185	1690992837302	OK	 
REQUEST	22		Get Data	1690992837201	1690992837309	OK	 
REQUEST	15		Get Data	1690992837201	1690992837326	OK	 
REQUEST	1		Get Data	1690992837247	1690992837356	OK	 
