RUN	scala.simulations.Browser.GetDataSimulation	getdatasimulation	1687270457091	 	3.3.1
USER	Get Data Scenario	1	START	1687270458524	1687270458524
USER	Get Data Scenario	2	START	1687270458750	1687270458750
USER	Get Data Scenario	3	START	1687270458940	1687270458940
USER	Get Data Scenario	4	START	1687270459140	1687270459140
USER	Get Data Scenario	5	START	1687270459340	1687270459340
REQUEST	2		Get Data	1687270458752	1687270462826	OK	 
REQUEST	5		Get Data	1687270459341	1687270462826	OK	 
REQUEST	3		Get Data	1687270458942	1687270471414	OK	 
REQUEST	5		Get Data	1687270463839	1687270471416	OK	 
REQUEST	4		Get Data	1687270459142	1687270471426	OK	 
REQUEST	2		Get Data	1687270463840	1687270471556	OK	 
REQUEST	5		Get Data	1687270472422	1687270472547	OK	 
REQUEST	4		Get Data	1687270472439	1687270472587	OK	 
REQUEST	2		Get Data	1687270472565	1687270472738	OK	 
REQUEST	1		Get Data	1687270458554	1687270472863	OK	 
REQUEST	3		Get Data	1687270472438	1687270472908	OK	 
REQUEST	5		Get Data	1687270473547	1687270473664	OK	 
REQUEST	4		Get Data	1687270473593	1687270473717	OK	 
REQUEST	2		Get Data	1687270473734	1687270473897	OK	 
REQUEST	1		Get Data	1687270473890	1687270474046	OK	 
REQUEST	3		Get Data	1687270473921	1687270474069	OK	 
REQUEST	4		Get Data	1687270474716	1687270474900	OK	 
REQUEST	2		Get Data	1687270474902	1687270475035	OK	 
REQUEST	1		Get Data	1687270475031	1687270475319	OK	 
REQUEST	5		Get Data	1687270474669	1687270475759	OK	 
REQUEST	3		Get Data	1687270475059	1687270475771	OK	 
REQUEST	2		Get Data	1687270476041	1687270476158	OK	 
REQUEST	1		Get Data	1687270476321	1687270476698	OK	 
REQUEST	3		Get Data	1687270476773	1687270476991	OK	 
REQUEST	5		Get Data	1687270476772	1687270477060	OK	 
REQUEST	2		Get Data	1687270477152	1687270477328	OK	 
REQUEST	4		Get Data	1687270475914	1687270477353	OK	 
REQUEST	1		Get Data	1687270477709	1687270477829	OK	 
REQUEST	5		Get Data	1687270478053	1687270478359	OK	 
REQUEST	4		Get Data	1687270478351	1687270478593	OK	 
REQUEST	2		Get Data	1687270478333	1687270478806	OK	 
REQUEST	1		Get Data	1687270478821	1687270478931	OK	 
REQUEST	5		Get Data	1687270479353	1687270479467	OK	 
REQUEST	4		Get Data	1687270479600	1687270479710	OK	 
REQUEST	2		Get Data	1687270479819	1687270479928	OK	 
REQUEST	5		Get Data	1687270480471	1687270480591	OK	 
REQUEST	4		Get Data	1687270480720	1687270481024	OK	 
REQUEST	2		Get Data	1687270480909	1687270481067	OK	 
REQUEST	3		Get Data	1687270477991	1687270481286	OK	 
REQUEST	1		Get Data	1687270479943	1687270481486	OK	 
REQUEST	5		Get Data	1687270481593	1687270481715	OK	 
REQUEST	4		Get Data	1687270482014	1687270482169	OK	 
REQUEST	2		Get Data	1687270482076	1687270482201	OK	 
REQUEST	3		Get Data	1687270482292	1687270482415	OK	 
REQUEST	1		Get Data	1687270482481	1687270482602	OK	 
REQUEST	5		Get Data	1687270482715	1687270482832	OK	 
REQUEST	4		Get Data	1687270483171	1687270483307	OK	 
REQUEST	2		Get Data	1687270483213	1687270483366	OK	 
REQUEST	3		Get Data	1687270483401	1687270483580	OK	 
REQUEST	1		Get Data	1687270483601	1687270483745	OK	 
REQUEST	5		Get Data	1687270483836	1687270483947	OK	 
REQUEST	4		Get Data	1687270484291	1687270484434	OK	 
REQUEST	2		Get Data	1687270484351	1687270484478	OK	 
REQUEST	3		Get Data	1687270484584	1687270484722	OK	 
REQUEST	1		Get Data	1687270484755	1687270484882	OK	 
REQUEST	5		Get Data	1687270484957	1687270485130	OK	 
REQUEST	4		Get Data	1687270485455	1687270485599	OK	 
REQUEST	2		Get Data	1687270485501	1687270485658	OK	 
REQUEST	3		Get Data	1687270485737	1687270485865	OK	 
REQUEST	1		Get Data	1687270485890	1687270486053	OK	 
REQUEST	5		Get Data	1687270486139	1687270486250	OK	 
REQUEST	4		Get Data	1687270486593	1687270486741	OK	 
REQUEST	2		Get Data	1687270486640	1687270486760	OK	 
REQUEST	3		Get Data	1687270486861	1687270486973	OK	 
REQUEST	1		Get Data	1687270487051	1687270487174	OK	 
REQUEST	5		Get Data	1687270487247	1687270487372	OK	 
REQUEST	2		Get Data	1687270487761	1687270487876	OK	 
REQUEST	4		Get Data	1687270487745	1687270487903	OK	 
REQUEST	3		Get Data	1687270487978	1687270488091	OK	 
REQUEST	1		Get Data	1687270488181	1687270488308	OK	 
REQUEST	5		Get Data	1687270488370	1687270488503	OK	 
REQUEST	4		Get Data	1687270488901	1687270489012	OK	 
REQUEST	2		Get Data	1687270488884	1687270489022	OK	 
REQUEST	3		Get Data	1687270489099	1687270489224	OK	 
REQUEST	1		Get Data	1687270489285	1687270489395	OK	 
REQUEST	5		Get Data	1687270489491	1687270489617	OK	 
REQUEST	2		Get Data	1687270490022	1687270490155	OK	 
REQUEST	4		Get Data	1687270490021	1687270490180	OK	 
REQUEST	3		Get Data	1687270490221	1687270490393	OK	 
REQUEST	1		Get Data	1687270490411	1687270490577	OK	 
