RUN	scala.simulations.Browser.GetDataSimulation	getdatasimulation	1686172117926	 	3.3.1
USER	Get Data Scenario	1	START	1686172120100	1686172120100
USER	Get Data Scenario	2	START	1686172120121	1686172120121
USER	Get Data Scenario	3	START	1686172120140	1686172120140
USER	Get Data Scenario	4	START	1686172120167	1686172120167
USER	Get Data Scenario	5	START	1686172120182	1686172120182
USER	Get Data Scenario	6	START	1686172120200	1686172120200
USER	Get Data Scenario	7	START	1686172120230	1686172120230
USER	Get Data Scenario	8	START	1686172120246	1686172120246
USER	Get Data Scenario	9	START	1686172120261	1686172120261
USER	Get Data Scenario	10	START	1686172120280	1686172120280
USER	Get Data Scenario	11	START	1686172120307	1686172120307
USER	Get Data Scenario	12	START	1686172120322	1686172120322
USER	Get Data Scenario	13	START	1686172120340	1686172120340
USER	Get Data Scenario	14	START	1686172120368	1686172120368
USER	Get Data Scenario	15	START	1686172120383	1686172120383
USER	Get Data Scenario	16	START	1686172120400	1686172120400
USER	Get Data Scenario	17	START	1686172120428	1686172120428
USER	Get Data Scenario	18	START	1686172120444	1686172120444
REQUEST	4		Get Data	1686172120168	1686172120403	OK	 
REQUEST	6		Get Data	1686172120201	1686172120411	OK	 
REQUEST	7		Get Data	1686172120232	1686172120425	OK	 
REQUEST	2		Get Data	1686172120139	1686172120391	OK	 
REQUEST	5		Get Data	1686172120183	1686172120407	OK	 
USER	Get Data Scenario	19	START	1686172120460	1686172120460
REQUEST	8		Get Data	1686172120247	1686172120468	OK	 
USER	Get Data Scenario	20	START	1686172120489	1686172120489
REQUEST	9		Get Data	1686172120262	1686172120502	OK	 
USER	Get Data Scenario	21	START	1686172120504	1686172120504
REQUEST	11		Get Data	1686172120307	1686172120516	OK	 
USER	Get Data Scenario	22	START	1686172120520	1686172120520
REQUEST	13		Get Data	1686172120341	1686172120537	OK	 
USER	Get Data Scenario	23	START	1686172120540	1686172120540
USER	Get Data Scenario	24	START	1686172120567	1686172120567
USER	Get Data Scenario	25	START	1686172120582	1686172120582
USER	Get Data Scenario	26	START	1686172120600	1686172120600
USER	Get Data Scenario	27	START	1686172120627	1686172120627
USER	Get Data Scenario	28	START	1686172120643	1686172120643
USER	Get Data Scenario	29	START	1686172120660	1686172120660
USER	Get Data Scenario	30	START	1686172120689	1686172120689
REQUEST	12		Get Data	1686172120323	1686172120691	OK	 
REQUEST	14		Get Data	1686172120369	1686172120691	OK	 
REQUEST	15		Get Data	1686172120383	1686172120699	OK	 
USER	Get Data Scenario	31	START	1686172120705	1686172120705
REQUEST	19		Get Data	1686172120461	1686172120710	OK	 
REQUEST	10		Get Data	1686172120283	1686172120717	OK	 
USER	Get Data Scenario	32	START	1686172120721	1686172120721
USER	Get Data Scenario	33	START	1686172120740	1686172120740
REQUEST	16		Get Data	1686172120401	1686172120762	OK	 
USER	Get Data Scenario	34	START	1686172120766	1686172120766
USER	Get Data Scenario	35	START	1686172120781	1686172120781
REQUEST	18		Get Data	1686172120445	1686172120794	OK	 
USER	Get Data Scenario	36	START	1686172120800	1686172120800
REQUEST	20		Get Data	1686172120491	1686172120826	OK	 
USER	Get Data Scenario	37	START	1686172120828	1686172120828
USER	Get Data Scenario	38	START	1686172120844	1686172120844
USER	Get Data Scenario	39	START	1686172120860	1686172120860
USER	Get Data Scenario	40	START	1686172120889	1686172120889
USER	Get Data Scenario	41	START	1686172120905	1686172120905
USER	Get Data Scenario	42	START	1686172120920	1686172120920
USER	Get Data Scenario	43	START	1686172120940	1686172120940
USER	Get Data Scenario	44	START	1686172120966	1686172120966
USER	Get Data Scenario	45	START	1686172120982	1686172120982
USER	Get Data Scenario	46	START	1686172121000	1686172121000
USER	Get Data Scenario	47	START	1686172121029	1686172121029
REQUEST	23		Get Data	1686172120541	1686172121033	OK	 
REQUEST	24		Get Data	1686172120568	1686172121033	OK	 
USER	Get Data Scenario	48	START	1686172121045	1686172121045
USER	Get Data Scenario	49	START	1686172121060	1686172121060
USER	Get Data Scenario	50	START	1686172121080	1686172121080
REQUEST	22		Get Data	1686172120521	1686172121467	OK	 
REQUEST	26		Get Data	1686172120601	1686172121467	OK	 
REQUEST	33		Get Data	1686172120741	1686172121467	OK	 
REQUEST	28		Get Data	1686172120644	1686172121468	OK	 
REQUEST	17		Get Data	1686172120429	1686172121468	OK	 
REQUEST	25		Get Data	1686172120583	1686172121468	OK	 
REQUEST	3		Get Data	1686172120141	1686172121469	OK	 
REQUEST	27		Get Data	1686172120628	1686172121470	OK	 
REQUEST	35		Get Data	1686172120782	1686172121470	OK	 
REQUEST	32		Get Data	1686172120722	1686172121533	OK	 
REQUEST	36		Get Data	1686172120800	1686172121533	OK	 
REQUEST	34		Get Data	1686172120768	1686172121611	OK	 
REQUEST	40		Get Data	1686172120890	1686172121612	OK	 
REQUEST	41		Get Data	1686172120906	1686172121614	OK	 
REQUEST	38		Get Data	1686172120845	1686172121614	OK	 
REQUEST	30		Get Data	1686172120690	1686172121614	OK	 
REQUEST	44		Get Data	1686172120967	1686172121658	OK	 
REQUEST	46		Get Data	1686172121001	1686172121659	OK	 
REQUEST	43		Get Data	1686172120941	1686172121659	OK	 
REQUEST	39		Get Data	1686172120861	1686172121660	OK	 
REQUEST	37		Get Data	1686172120829	1686172121664	OK	 
REQUEST	42		Get Data	1686172120921	1686172121666	OK	 
REQUEST	29		Get Data	1686172120661	1686172121677	OK	 
REQUEST	4		Get Data	1686172121420	1686172121687	OK	 
REQUEST	45		Get Data	1686172120983	1686172121711	OK	 
REQUEST	47		Get Data	1686172121030	1686172121713	OK	 
REQUEST	5		Get Data	1686172121420	1686172121744	OK	 
REQUEST	2		Get Data	1686172121417	1686172121784	OK	 
REQUEST	9		Get Data	1686172121511	1686172121794	OK	 
REQUEST	13		Get Data	1686172121541	1686172121802	OK	 
REQUEST	8		Get Data	1686172121480	1686172121913	OK	 
REQUEST	12		Get Data	1686172121713	1686172121913	OK	 
REQUEST	14		Get Data	1686172121714	1686172121946	OK	 
REQUEST	10		Get Data	1686172121731	1686172121947	OK	 
REQUEST	50		Get Data	1686172121080	1686172122047	OK	 
REQUEST	11		Get Data	1686172121540	1686172122064	OK	 
REQUEST	16		Get Data	1686172121775	1686172122113	OK	 
REQUEST	48		Get Data	1686172121046	1686172122127	OK	 
REQUEST	20		Get Data	1686172121838	1686172122132	OK	 
REQUEST	15		Get Data	1686172121713	1686172122181	OK	 
REQUEST	24		Get Data	1686172122056	1686172122241	OK	 
REQUEST	49		Get Data	1686172121061	1686172122435	OK	 
REQUEST	33		Get Data	1686172122481	1686172122610	OK	 
REQUEST	25		Get Data	1686172122482	1686172122680	OK	 
REQUEST	17		Get Data	1686172122481	1686172122694	OK	 
REQUEST	22		Get Data	1686172122481	1686172122704	OK	 
REQUEST	38		Get Data	1686172122622	1686172122728	OK	 
REQUEST	41		Get Data	1686172122621	1686172123130	OK	 
REQUEST	30		Get Data	1686172122621	1686172123130	OK	 
REQUEST	28		Get Data	1686172122480	1686172123133	OK	 
REQUEST	3		Get Data	1686172122482	1686172123133	OK	 
REQUEST	46		Get Data	1686172122680	1686172123133	OK	 
REQUEST	27		Get Data	1686172122482	1686172123161	OK	 
REQUEST	44		Get Data	1686172122679	1686172123166	OK	 
REQUEST	43		Get Data	1686172122680	1686172123167	KO	jsonPath($).find.exists preparation crashed: Jackson failed to parse into a valid AST: c.f.j.d.e.MismatchedInputException: No content to map due to end-of-input  at [Source: (io.gatling.commons.util.FastByteArrayInputStream); line: 1, column: 0]
REQUEST	39		Get Data	1686172122679	1686172123205	OK	 
REQUEST	14		Get Data	1686172122930	1686172123207	OK	 
REQUEST	29		Get Data	1686172122695	1686172123207	OK	 
REQUEST	2		Get Data	1686172122786	1686172123218	OK	 
REQUEST	45		Get Data	1686172122726	1686172123218	OK	 
REQUEST	12		Get Data	1686172122912	1686172123219	OK	 
REQUEST	47		Get Data	1686172122730	1686172123220	OK	 
REQUEST	13		Get Data	1686172122818	1686172123222	OK	 
REQUEST	5		Get Data	1686172122756	1686172123223	OK	 
REQUEST	11		Get Data	1686172123052	1686172123262	OK	 
REQUEST	8		Get Data	1686172122928	1686172123263	OK	 
REQUEST	50		Get Data	1686172123068	1686172123267	OK	 
REQUEST	9		Get Data	1686172122818	1686172123270	OK	 
REQUEST	37		Get Data	1686172122681	1686172123300	OK	 
REQUEST	48		Get Data	1686172123145	1686172123302	OK	 
REQUEST	10		Get Data	1686172122944	1686172123363	OK	 
REQUEST	20		Get Data	1686172123145	1686172123373	OK	 
REQUEST	15		Get Data	1686172123191	1686172123420	OK	 
REQUEST	16		Get Data	1686172123114	1686172123511	OK	 
REQUEST	49		Get Data	1686172123456	1686172123656	OK	 
REQUEST	33		Get Data	1686172123611	1686172123714	OK	 
REQUEST	25		Get Data	1686172123690	1686172123791	OK	 
REQUEST	17		Get Data	1686172123704	1686172123805	OK	 
REQUEST	22		Get Data	1686172123703	1686172123866	OK	 
REQUEST	38		Get Data	1686172123733	1686172123879	OK	 
REQUEST	4		Get Data	1686172122694	1686172124011	OK	 
REQUEST	46		Get Data	1686172124137	1686172124243	OK	 
REQUEST	3		Get Data	1686172124140	1686172124277	OK	 
REQUEST	28		Get Data	1686172124140	1686172124288	OK	 
REQUEST	43		Get Data	1686172124169	1686172124290	OK	 
REQUEST	44		Get Data	1686172124168	1686172124327	OK	 
REQUEST	39		Get Data	1686172124200	1686172124327	OK	 
REQUEST	27		Get Data	1686172124170	1686172124328	OK	 
REQUEST	30		Get Data	1686172124153	1686172124385	OK	 
REQUEST	14		Get Data	1686172124215	1686172124387	OK	 
REQUEST	13		Get Data	1686172124231	1686172124386	OK	 
REQUEST	12		Get Data	1686172124232	1686172124387	OK	 
REQUEST	5		Get Data	1686172124231	1686172124387	OK	 
REQUEST	29		Get Data	1686172124201	1686172124387	OK	 
REQUEST	2		Get Data	1686172124216	1686172124387	OK	 
REQUEST	47		Get Data	1686172124230	1686172124387	OK	 
REQUEST	8		Get Data	1686172124250	1686172124396	OK	 
REQUEST	11		Get Data	1686172124261	1686172124443	OK	 
REQUEST	45		Get Data	1686172124231	1686172124464	OK	 
REQUEST	50		Get Data	1686172124251	1686172124481	OK	 
REQUEST	37		Get Data	1686172124310	1686172124483	OK	 
REQUEST	9		Get Data	1686172124262	1686172124486	OK	 
REQUEST	10		Get Data	1686172124370	1686172124501	OK	 
REQUEST	48		Get Data	1686172124310	1686172124511	OK	 
REQUEST	20		Get Data	1686172124368	1686172124517	OK	 
REQUEST	15		Get Data	1686172124414	1686172124532	OK	 
